id,title,description,price,purchases,desc_length
656299,Nachos Pizza Kebab,"Nachos, kebab, tomatsauce, cheddarost, ost, jalapenos og tacosauce.",85.0,87.0,67
656300,Nachos Pizza Skinke,"Nachos, skinke, tomatsauce, cheddarost, ost, jalapenos og tacosauce",85.0,15.0,67
656301,"Oksefars, Løg, Cheddarost og Paprika","Tomatsauce, ost, pulled pork med BBQ sauce, oksefars, løg, cheddarost og paprika.",100.0,98.0,81
656302,"Pepperoni, Cheddarost og Jalapenos","Tomatsauce, ost, pulled pork med BBQ sauce, pepperoni, cheddarost og jalapenos",100.0,160.0,78
656303,"Bacon, Cheddarost, Cocktailpølser og Løg","Tomatsauce, ost, pulled pork med BBQ sauce, bacon, cheddarost, cocktailpølser og løg.",100.0,96.0,85
656304,"Kylling, Bacon, Jalapenos og Cheddarost","Tomatsauce, ost, pulled pork med BBQ sauce, kylling, bacon, jalapenos og cheddarost",100.0,113.0,83
656305,"Skinke, Pepperoni, Bacon, Pølser, Oregano","Tomatsauce, ost, kebab, skinke, pepperoni, bacon, pølser, oregano",95.0,167.0,65
656306,"Pepperoni, Bacon, Pølser, Oregano","Tomatsauce, ost, kebab, skinke, pepperoni, bacon, pølser, oregano",95.0,112.0,65
656307,"Skinke, Pepperoni, Pølser, Bacon, Oksekød, Oregano","Tomatsauce, ost, skinke, pepperoni, pølser, bacon, oksekød, oregano",95.0,162.0,67
656312,Nachos (50),Med ost og taco sauce,50.0,70.0,21
656688,Morgenbolle m. Smør og syltetøj,Marmelade & Smør,33.0,6473.0,16
656689,Hjemmelavet Knækbrød,"Med Hjemmelavet Pesto, Ost & Blødkogt æg",70.0,4.0,40
656691,Laks/Avocado,"Ristet Rugbrød, Røget Laks, Avocado & Spejlæg",89.0,687.0,45
656692,Morgentoast,"Røget Skinke, Ost, Dijonnaise, Spejlæg På Toppen",95.0,2269.0,48
656693,Morgengrød,"Havregrød med Topping af Hjemmelavet æblemos, Kokos, Hindbær & Banan",79.0,285.0,68
656694,Acaibowl,"Med Topping af Banan, Kokos, Granola & Hampefrø",79.0,663.0,47
656695,Chiagrød,"Med Topping af Rabarbekompot, Yoghurt, Kokos & Granola",79.0,491.0,54
656696,Græsk Yoghurt,Toppet med Kompot & Granola,79.0,303.0,27
656697,Spejlæg & Avocado,"2 Spejlæg, Ristet Rugbrød, Avocado med urter, Hampefrø & Nigellafrø",95.0,509.0,67
656698,Morgen tallerken,"Yoghuurt med Kompot & Granola, Valfri Morgenbolle, Smør, i Skive Ost, Syltetøj, Blødkogt æg & Croissant",109.0,3190.0,103
656700,Fynsk Forår,Spørgbetjeningen for Udvalg,58.0,367.0,27
656702,Hvidvin colombelle glas,"Colombelle, Ugni Blanc, Smag af Pærer, Stikkelsbær & et Twist af Citrus",75.0,491.0,71
656703,Rose colombelle glas,"Colombelle, Frisk & med Frugtsødme. toner af Ribs & Solbær",75.0,224.0,58
656704,Rødvin colombelle glas,"Colombelle, Merlot & Cabernet Sauvignon, Let Krydret & Frugtig",75.0,52.0,62
656717,Filter,false,32.0,5214.0,5
656721,Flat White,false,44.0,1897.0,5
656722,Cappuccino,false,44.0,5360.0,5
656723,Latte,Kaffe,50.0,9378.0,5
656729,The - kop,Se Udvalg i Baren,38.0,1412.0,17
656730,Laksemad,"Rørt Varmrøget Laks På Rugbrød, Sprød Salat & Urter",82.0,1338.0,51
656731,Hønsemad,"Hjemmelavet Hønsesalat På Rugbrød, Urter & æble",82.0,2303.0,47
656732,Æggemad,"Æg, Mayo, Semidried Tomater & Urter På Rugbrød",82.0,739.0,46
656733,Kartoffelmad,"Kartofler med Estragonmayo på Rugbrød, Syltet, Rødløg, Kartoffelchips & Urter",82.0,1854.0,77
656734,Avocadomad,"Avocado På Rugbrød, Hjemmelavet Pesto, Nigellafrø, Syltet Rødløg & Urter",79.0,1061.0,72
656735,Laks/Avocado,"Ristet Rugbrød, Røget Laks, Avocado, & Spejlæg På Toppen",89.0,2633.0,56
656736,Grøn Vaffel,"Toppet med Salat, Avocado, Hjemmelavet Pesto & Semidried Tomatoer",89.0,296.0,65
656737,Grillet Sandwich,"Kylling, Hjemmelavet Pesto, Semidrie Tomater, Salat & Ost",99.0,99.0,57
656738,Trøffeltoast,"Røget Skinke, Masser af Ost & Trøffel",95.0,1186.0,37
656740,Morgentoast,"Røget Skinke, Ost, Dijonnaise, Spejlæg På Toppen",95.0,1849.0,48
656741,Spejlæg & Avocado,"2 Spejlæg. Ristet Rugbrød, Avocado med Urter, Hampefrø & Nigellafrø",95.0,671.0,67
656987,Spiritus Hel Flaske (shot til 20 kr),Flaske af 20 kr shot,400.0,4.0,20
657751,California Club Sandwich lille,"Stegt kylling, avocado, tomater, syltede rødløg, bacon, salat og hjemmelavet karrydressing",69.0,842.0,90
658171,New York Deli Sandwich,false,69.0,427.0,5
659811,Depositum Fast Pris,Depositum bliver betalt ind for at sikre dato for vedkommende og for kro,2000.0,21.0,72
659833,Depositum trækkes af hele beløb,Trækkes af fulde beløb når selskab er udført,-2000.0,0.0,44
662101,E1 Miewei Sushi (10 stk),"4 Spicy Ebi uramaki, 4 California uramaki, 2 Laks",78.0,8.0,49
662102,E2 Aimi Sushi (24 stk),"8 California uramaki, 8 Spicy laks uramaki, 8 Agurk hosomaki",128.0,9.0,60
662103,E3 Jinda sushi (22 stk),"8 Spicy kylling uramaki, 8 Spicy Ebi uramaki, 2 Laks, 2 reje, 2 tun",158.0,19.0,67
662118,U1 California (Uramaki),"Surimi m. mayonnaise, avocado, agurk og seasam.",70.0,14.0,47
662120,U2 Spicy Laks (Uramaki),"Laks, avocado, agurk, purløg og chilimayo.",70.0,32.0,42
662121,U3 Royal Ebi (Uramaki),"Spicy ebi m. panko, chilimayo, avocado agurk og masago",70.0,51.0,54
662122,U4 Spicy Ebi (Uramaki),"Spicy ebi, avocado, agurk, teriyaki sauce chilimayo og sesam",70.0,48.0,60
662123,U5 Ande Roll (Uramaki),"Andebryst, avocado, agurk，teriyaki, chilimayo",70.0,4.0,45
662124,U6 Alaska (Uramaki),"Laks, avocado, agurk, flødeost, chilimayo og masago",70.0,29.0,51
662125,U7 Spicy Rejer (Uramaki),"Rejer, avocado, agurk, chilimayo, chilimayo",70.0,4.0,43
662126,U8 Spicy Kylling (Uramaki),"Tempura kylling, agurk, avocado, teriyaki sauce, chili pulver, chilimayo",70.0,47.0,72
662127,U9Super Fisk (Uramaki),"Tempura laks, chilimayo, chili pulver, purløg og teriyaki sauce.",70.0,8.0,64
662128,U10 Spicy Tun (Uramaki),"Tun, avocado, agurk, chilimayo, chili pulver",70.0,20.0,44
662129,U11 San Franciso (Uramaki),"Laks, avocado, agurk, lakserogn, chilimayo",70.0,27.0,42
662130,U12 Vegetar Roll (Uramaki),"Salat, agurk,avocado, mango, tangsalat, chilimayo",70.0,4.0,49
662131,G1. Tokyo Roll (Gourmet Maki),"California uramaki, toppetm. laks, rejer, tun, avocado,",98.0,12.0,55
662132,G2. Ocean (Gourmet Maki),"Spicy laks uramaki, toppet med laks, sesam chilimayo og purløg.",98.0,22.0,63
662133,G3. Chicago (Gourmet Maki),"Spicy ebi uramaki, toppet m. avocado, chilimayo, teriyaki sauce",98.0,60.0,63
662134,G4. Hells Kitchen (Gourmet Maki),"Spicy tun uramaki, toppet m. tun, chilimayo og sesam",98.0,13.0,52
662135,G5. Youbi (Gourmet Maki),"Spicy rejer uramaki, toppet m. laks, tun, avocado og rejer",98.0,1.0,58
662136,G6. Calicado (Gourmet Maki),"Ande uramaki, toppet m. avocado, chilimayo, teriyaki sauce",98.0,2.0,58
662137,G7. Salmon Roll (Gourmet Maki),"Spicy laks, toppet m. flamberet laks, chilimayo teriyaki sauce og laksrogn",98.0,30.0,74
662138,G8. Chameleon (Gourmet Maki),"Spicy ebi uramaki, toppet m. flamberet laks, chilimayo, teriyaki sauce",98.0,36.0,70
662139,G9. Michily (Gourmet Maki),"Super fisk uramaki, toppet m. flamberet laks,purløg, chilimayo, chilipowder og teriyaki sauce",98.0,0.0,93
662140,G10. Nalalu Ebi (Gourmet Maki),"Spicy ebi uramaki, toppet m. mango, mango sauce og sesam",98.0,5.0,56
662141,G11. Lulyaki (Gourmet Maki),"Spicy kylling uramaki, toppet m. avocado, teriyaki sauce og chilimayo",98.0,4.0,69
662142,G12. Mango Kylling (Gourmet Maki),"Spicy kylling uramaki, toppet m. mango mango sauce og sesam",98.0,6.0,59
662143,C1. Spicy Laks (Futomaki),"Laks, spicymayo, agurk, avocado og laksrogn",58.0,6.0,43
662144,C2. Spicy Rejer (Futomaki),"Rejer, chilimayo, agurk og avocado",58.0,3.0,34
662145,C3. Sumi Laks (Futomaki),"Laks, chilimayo, agurk og avocado",58.0,5.0,33
662146,C4. California (Futomaki),"Surimi, agurk og avocado",58.0,4.0,24
662147,C5. Ebi Tempura (Futomaki),"Ebi rejer, chilimayo, agurk og avocado",58.0,27.0,38
662148,C6. Spicy Tun (Futomaki),"Tun, chilimayo, chilipowder, agurk og avocado",58.0,7.0,45
662149,C7. Spicy Kylling (Futomaki),"Tempura kylling, agurk chilimayo og avocado",58.0,11.0,43
662150,C8. Vegetar (Futomaki),"Salat, tofu, agurk, chilimayo, tempura asparges og avocado",58.0,3.0,58
662160,R1 Laks (8 stk.),"Laks, salat, avocado og chilimayo",85.0,3.0,33
662163,R2. Surimi 86 stk.),"Surimi avocado, agurk, salat",85.0,0.0,28
662165,R3. Tun (8 stk.),"Tun, salat, chilimayo, avocado og agurk",88.0,0.0,39
662166,R4. Kylling (8 stk.),"Crispy kylling, teriyaki sauce, salat, avocado, agurk og chilimayo",75.0,11.0,66
662167,R5. Ebi (8 stk.),"Ebi rejer, salat, agurk, avocado og chilimayo",88.0,15.0,45
662168,R6 Vegetar (8 stk.),"Salat, mango, tangsalat, agurk, asparges og goma dressing",70.0,0.0,57
662169,R7. And (8 stk.),"Crispy and, salat, agurk, avocado,chilimayo og teriyaki sauce",88.0,9.0,61
662170,R8. Dida Laks (8 stk.),"Crispy laks, salat, agurk, avocado, teriyaki sauce og chilimayo",88.0,2.0,63
662171,D1. Har Gao,Sesam Boller m. Rødbønne,68.0,7.0,24
662185,Flamberet Laks (1 stk),"Med teriyaki, purløg,chili",18.0,90.0,26
662186,Flamberet Laks med Lakse Rogn (1 stk),Med lakse rogn,18.0,3.0,14
662191,"B1. Sticks: 1 Kyllingekødbolle, 2 Tempura Kyllingesticks 2 Ebi Rejer","Sticks: 1 kyllingekødbolle, 2 tempura kyllingesticks, 2 ebi rejer, Maki:4 laks hoso, 4 agurk hoso",69.0,17.0,97
662192,"B2. Sticks: 1 Kyllinge Inderﬁlet, 2 Forårsruller 1 Asparges Svøbt i Bacon","Sticks: 1 kyllinge inderﬁlet, 2 forårsruller 1 asparges svøbt i bacon, Maki: 8 avocado hosomaki",69.0,0.0,95
662193,M1. Asamika (1 per.),"Sticks: 1 kyllingekødbolle, 1 kongereje, 1 laks 1 asparges svøbt i bacon, Maki:4 california uramaki, 4 spicy ebi uramaki 1 jasmin ris, 1 tangsalat, 1 edamame bønne",168.0,0.0,163
662194,M2. Asamika (2 per.),"Sticks: 2 kyllinge inderﬁlet, 2 laks, 2 Tempura kyllingesticks, 2 rib-eye Maki: 8 spicy laks uramaki, 8 chicago gourmet maki, 2 jasmin ris, 1 tangsalat, 1 edamame bønne",398.0,0.0,168
662195,M3. Only Laks (15 stk.),"Nigiri: 3 laks, 3 laks m. hvidløg, 3 laks m. avocado, 3 ﬂamberet laks m. laksrogn, 3 ﬂamberet laks m. teriyaki sauce",228.0,1.0,116
662196,M4. Danla (16 stk.),"Maki: 4 royal Ebi, 4 california, 4 alaska, 4 spicy kylling",138.0,1.0,58
662197,M5. Haima (30 stk.),"Nigiri: 2 laks, 2 tun, 2 rejer,1 laks rogn,1 avocado Maki: 8 Ebi gourmet, 8 california uramaki, 6 laks rispapir",268.0,2.0,111
662198,M6. Jinmida (38 stk.),"Nigiri: 2 laks, 2 tun, 2 rejer, Maki: 8 laks gourmet, 8 reje hosomaki, 5 california futomaki, 5 spicy laks, 6 Ebi rispapir",328.0,1.0,122
662199,M7. Vegetar Sushi (38 stk.),"Nigiri: 2 Tufo, 2 omletter, 2 avocado, Maki: 10 vegetar futomaki, 8 agurk hosomaki, 8 avocado hosomaki, 6 vegetar rispapir",258.0,0.0,122
662200,M8. Deluxe Maki (32 stk.),"Maki: 8 tokyo roll, 8 lulyaki rolle, 8 nalalu Ebi, 8 ocean roll",418.0,0.0,63
662201,M9.  Nagasaki Maki (34 stk.),"Maki: 8 chameleon roll, 8 salmon rolle, 8 super fisk, 5 sumi laks futo, 5 california futo",288.0,0.0,89
662202,M10. Only Maki (48 stk.),"Maki: 8 alaska, 8 salmon rolle, 8 chicago, 8 california uramaki, 8 agurk hosomaki, 8 avocado hosomaki",398.0,0.0,101
662203,M11. Familie Menu (60 stk.),"Nigiri: 2 laks, 2 tun m. chili, 2 rejer, 2 laks m. avocado, 2 ﬂamberet laks m. teriyaki sauce, Maki: 8 ande roll, 8 royal Ebi roll, 8 san francisco, 10 california futomaki, 10 sumi laks futomaki, 6 laks rispapir",588.0,0.0,211
662204,M12. Fest Menu (95 stk.),"Nigiri: 5 laks, 5 tun, 5 rejer, 5 ﬂamberet laks, 3 avocado, 2 hvidﬁsk, Maki: 8 Ebi chameleon, 8 california uramaki, 8 spicy tun, 8 spicy rejer, 6 california rispapir, 6 Ebi rispapir, 8 laks hosomaki, 8 agurk hosomaki, 10 spicy kylling futomaki",988.0,0.0,243
662246,Vespertino gl.,"Macabeo, Spanien",49.0,16.0,16
662247,"Dopﬀ au Moulin, Maru","Sylvane, riesling, Gewurztraminer og Muscat, Alsace, Frankrig",299.0,0.0,61
662248,Carta Vieja,"Chardonny, Chile",228.0,0.0,16
662249,Fortant Coastal,"Chardonnay, Frankrig",239.0,0.0,20
662250,"Riesling, Johan Klauss","Riesling, Mosel., Tyskland",249.0,1.0,26
662251,Vespertino gl.,"Macabeo, Spanien",49.0,4.0,16
662252,Micro cosme,"Cabernet Sauvignon, Frankrig",239.0,0.0,28
662253,Chateau cantin Saint,"Zinfandel, Californien",398.0,2.0,22
662254,Vino Rosato gl.,"Cabernet Sauvignon, Italien",59.0,7.0,27
666034,New York Deli Sandwich Stor,"Skinke, chorizo pølse, syltede rødløg, semitørrede tomater, frisk mozzarella, salat og hjemmelavet pesto.",89.0,281.0,105
666154,Steak`n cheese Sandwich lille,"Langtids stegt oksekød, syltede rødløg, peberfrugt, marinerede svampe, salat, ost og hjemmelavet Kulinaris dressing.",72.0,666.0,116
666163,Steak`n cheese Sandwich stor,"Langtids stegt oksekød, syltede rødløg, peberfrugt, marinerede svampe, salat, ost og hjemmelavet Kulinaris dressing.",92.0,591.0,116
666172,Kylling Hummus Sandwich lille,"Kylling, hjemmelavet hummus, salat, hvidløg, semitørrede tomater, Kalamata oliven og hjemmelavet vinaigrette.",67.0,409.0,109
666176,Kylling Hummus Sandwich stor,"Kylling, hjemmelavet hummus, salat, hvidløg, semitørrede tomater, Kalamata oliven og hjemmelavet vinaigrette.",87.0,134.0,109
666262,Thai Sandwich lille,"Kylling, salat, syltede rødløg, jalapenos, koriander, hjemmelavet peanutsauce og peanuts.",67.0,292.0,89
666264,Thai Sandwich stor,"Kylling, salat, syltede rødløg, jalapenos, koriander, hjemmelavet peanutsauce og peanuts.",87.0,164.0,89
666271,Grøn som bare..... lille,"Aubergine, salat, marinerede svampe, peberfrugt, tomat, syltede rødløg, soltørrede tomater, hvidløg, jalapenos og hjemmelavet vinaigrette.",67.0,989.0,138
666272,Grøn som bare..... stor,"Aubergine, salat, marinerede svampe, peberfrugt, tomat, syltede rødløg, soltørrede tomater, hvidløg, jalapenos og hjemmelavet vinaigrette.",87.0,145.0,138
666276,Tunsandwich lille,"Hjemmelavet tunsalat, salat, tomat og jalapenos.",67.0,578.0,48
666279,Tunsandwich stor,"Hjemmelavet tunsalat, salat, tomat og jalapenos.",87.0,140.0,48
666283,Mexican Chipotle Sandwich lille,"Kylling, syltede rødløg, bacon, tomat, cheddar, salat og hjemmelavet røget chipotle chili dressing.",67.0,511.0,99
666284,Mexican Chipotle Sandwich stor,"Kylling, syltede rødløg, bacon, tomat, cheddar, salat og hjemmelavet røget chipotle chili dressing.",87.0,276.0,99
666295,Flæskestegs Sandwich lille,"Langtidsstegt nakkefilet, sprøde svær, hjemmelavet agurkesalat / rødkål, salat og hjemmerørt remoulade.",72.0,1211.0,103
666296,Flæskestegs Sandwich stor,"Langtidsstegt nakkefilet, sprøde svær, hjemmelavet agurkesalat / rødkål, salat og hjemmerørt remoulade.",92.0,642.0,103
666300,Galvanina Økologisk Italiensk sodavand,Superlækre økologiske sodavand fra støvle landet i flere varianter,29.0,356.0,66
666305,Dåse sodavand,Klassisk coca cola alm eller zero,15.0,661.0,33
666349,Vitamin Well læskedrik,Læskende vand med vitaminer og spændende smagsvarianter,29.0,242.0,55
666351,Mozzarella Tomat Sandwich V. lille,"Tomater, marinerede svampe, frisk mozzarella, salat og hjemmelavet pesto.
Vegetarisk",67.0,508.0,84
666352,Mozzarella Tomat Sandwich V. stor,"Tomater, marinerede svampe, frisk mozzarella, salat og hjemmelavet pesto.
Vegetarisk.",87.0,158.0,85
666362,Rustikke Kartoffel Chips,Sprøde lækre grove rustikke kartoffelchips,15.0,81.0,42
666366,The Boss lille,"Langtids stegt okse, chorizo pølse, jalapenos, syltede rødløg, cheddar, salat og hjemmelavet røget chipotle chili dressing.",72.0,225.0,123
666368,The Boss stor,"Langtids stegt okse, chorizo pølse, jalapenos, syltede rødløg, cheddar, salat og hjemmelavet røget chipotle chili dressing.",92.0,263.0,123
666372,Chipotle Mexicano Bowl lille,"Salatmix, kylling, tomat, syltede rødløg, cheddar, bacon og hjemmelavet chipotle chili dressing",67.0,121.0,95
666375,Chipotle Mexicano Bowl stor,"Salatmix, kylling, tomat, syltede rødløg, cheddar, bacon og hjemmelavet chipotle chili dressing",87.0,119.0,95
666424,10stk. Børne Menu,"8 stk. Agurk Små maki, 1 stk. Laks Nigiri, 1 stk. Reje Nigiri",65.0,42.0,61
666429,9stk. Børne Menu Mix,"8 stk. Agurk Små maki, 1 stk. Kyllingekødboller stick.",65.0,49.0,54
666535,56 stk. Take Party 1,"6 Big California Stor maki, 6 Spicy Laks Stor maki, 8 Tun Små maki, 8 Agurk Små maki, 8 Laks IndesideOut, 8 Royal california, 3 Laks Nigiri, 3 Tun Nigiri, 3 Tigerreje Nigiri, 3 Kingfisk Nigiri",449.0,61.0,192
666542,68 stk. Take Party 2,"6 Big California Stor maki, 6 Spicy Laks Stor maki, 8 Tun Små maki, 8 Agurk Små maki, 8 Laks IndesideOut, 8 Tun IndesideOut, 8 Ebi Tempura, 4 Laks Nigiri, 4 Tun Nigiri, 4 Tigerreje Nigiri, 4 Kingfisk",589.0,59.0,199
666543,72 stk. Take Party Deluxe,"8 Eva, 8 Rainbow, 8 Sunrise, 8 Fire Dragon, 8 Sparkling Tuna, 8 Rispapir Ebi, 4 laks nigiri, 4 Tun Nigiri, 4 tigerreje Nigiri, 4 Flamberet laks Nigiri, 4 Gunkan med Laks rogn, 4 Gunkan med Tuntarter.",880.0,24.0,199
667209,Vegetar,"Champignon, løg, paprika, ananas,oliven...",75.0,47.0,42
667210,Skinke,Skinke,75.0,221.0,6
667211,Pepperoni,Pepperoni,75.0,550.0,9
667212,Kebab,Kebab,75.0,42.0,5
667213,Capricciosa,"Skinke, champignon",75.0,102.0,18
667214,Tacha,"Skinke, pepperoni",80.0,132.0,17
667215,Gorgonzola,"Kebab, løg, gorgonzola",85.0,63.0,22
667216,Gravens,"Skinke, oksekød, bacon, løg",85.0,408.0,27
667217,Hawail,"Skinke, ananas",85.0,209.0,14
667218,Kylling,"Kylling, ananas, karry",85.0,87.0,22
667219,Classic,"Skinke, champignon, peberfrugt, oliven",85.0,46.0,38
667220,Allan,"Pepperoni, ananas, peberfrugt",85.0,81.0,29
667221,Carlos,"Kebab, peberfrugt, champignon, løg",85.0,63.0,34
667222,Mafioza,"Oksekød, bacon, champignon, løg",85.0,179.0,31
667223,Matador,"Kebab, peberfrugt, champignon, løg",85.0,81.0,34
667224,Italiano,Kalkun,85.0,45.0,6
667225,Bandit,"Oksekød, pølser, løg",85.0,52.0,20
667226,Half & Half,Frit valg fra menuen,95.0,200.0,20
667227,Oksefilet,"Oksefilet, champignon, løg, bearnaisesauce, gorgonzola",95.0,41.0,54
667228,Alle Oste,"Mozzarella, salat ost, gouda, gorgonzola",85.0,63.0,40
667229,Roma,"Skinke, pølser",85.0,77.0,14
667230,Parimo,"Oksekød, champignon, gorgonzola",85.0,29.0,31
667231,Daniel,"Oksekød, pepperoni, bacon",85.0,172.0,25
667232,Napoli,"Oksekød, skinke, pepperoni",85.0,78.0,26
667233,Sicilia,"Oksekød, skinke, pølser, bacon",90.0,288.0,30
667234,Expressa,"Kødsauce,pepperont, løg",85.0,19.0,23
667235,Daviola,"Pepperoni,champignon, løg, olive, gorgonzola",90.0,66.0,44
667236,Barivan,"Skinke, pepperoni, bacon",90.0,165.0,24
667237,Manzo,"Kylling,skinke, pølser, bacon",90.0,102.0,29
667238,Sara,"Oksekød,champignon, løg, peberfrugt",85.0,75.0,35
667239,Bo,"Oksekød,pepperoni, kylling, skinke, pølser, kebab",100.0,177.0,49
667240,Borsa,"Skinke,kebab, pepperoni, pølser, bacon",95.0,295.0,38
667241,Mary,"Kebab, pepperoni",85.0,66.0,16
667242,Nachos 2,"Pepperoni, pølser, oksekød,nachos, dressing, chili",85.0,54.0,50
667243,Mexicanoa,"Oksekød,løg, jalapenos, hvidløg",85.0,48.0,31
667244,Mona,"Kebab,bacon, jalapenos, hvidløg",85.0,90.0,31
667245,Mutti,"Kebab,skinke, bacon, jalapenos, hvidløg",85.0,116.0,39
667246,Hajne,"Pepperoni,ananas, bacon, pølserm jalapenos, hvidløg",90.0,119.0,51
667247,Hot,"Mozzarella,pepperoni, løg, jalapenos, hvidløg, chill",90.0,37.0,52
667248,Danie,"Skinke, salat, dressing, pommes frites",90.0,9.0,38
667249,Parmaskinke,Parmaskinke,90.0,132.0,11
667250,Vani,"Oksekød,salat, dressing",90.0,47.0,23
667251,Moro,"Skinke,salat, dressing",90.0,40.0,22
667252,Pappa,"Skinke, kebab,salat, dressing",90.0,96.0,29
667253,Pino,"Pepperoni,salat, dressing",90.0,31.0,25
667254,Teenager,"Kebab,salat, dressing, pommes frites",90.0,124.0,36
667255,Botan,"Kebab,salat, dressing",90.0,531.0,21
667256,Calzone,"Skinke, champignon",85.0,50.0,18
667257,Speciel,"Kebab, pepperoni",85.0,63.0,16
667258,Sofie,"Spaghetti,kødsauce",85.0,126.0,18
667259,Azteka,"Skinke, pepperoni",85.0,15.0,17
667260,Amigo,"Oksekød, pepperoni, chili, hvidløg",85.0,41.0,34
667261,Pluto,"Skinke, champignon",100.0,10.0,18
667262,Venus,"Spaghetti,kødsauce",100.0,12.0,18
667263,Mars,"Kebab, pepperoni",100.0,39.0,16
667264,Bambi,"Skinke, pølser",65.0,92.0,14
667265,Robin Hood,"Oksekød, pølser",65.0,13.0,15
667266,Hercules,"Kylling, pølser",65.0,3.0,15
667267,Aladdin,"Pepperoni, pølser",65.0,64.0,17
667268,Mami Pizza,Skinkle,65.0,56.0,7
667269,Nano,"Spaghetti,kødsauce",65.0,12.0,18
667273,Pita,"Dressing, Tomat, Agurk, salat, ost, Løg, Chili 
Hvidløg, champ",70.0,150.0,62
667274,Sandwich,"Ost, dressing",75.0,77.0,13
667276,Deluxe Rulle,"Champignon, chili, hvidløg",80.0,104.0,26
667277,Spaghetti -,Kødsauce,80.0,21.0,8
667278,Husets Spaghetti -,"Kebab, peberfrugt, champignon, løg, fløde, tomatsauce",95.0,17.0,53
667279,Carbomara -,"Bacon, ceg, fløde, spinot, løg.",95.0,52.0,31
667280,Chefens Spaghetti -,"Kyllingstrimler, peberfrugt, champignon, fløde, tomatsauce",95.0,14.0,58
667281,"P1 - Oksefilet, Kyllingstrimler, Peberfrugt, Champignon, Løg, Fløde, Tomtsauce","Oksefilet, kyllingstrimler, peberfrugt, champignon, løg, fløde, tomtsauce.",100.0,9.0,74
667282,"P2 - Kyllingstrimler, Peberfrugt, Champignon, Løg, Fløde, Tomatsauce","Kyllingstrimler, peberfrugt, champignon, løg, fløde, tomatsauce..",90.0,11.0,65
667288,Fitnessburger,"Burgerbolle, bøf, burgerdressing, mayonnaise, salat, tomat, agurk, løg.",90.0,19.0,71
667289,Husets Burger,"Burger bolle, 200g bøf, bacon, ost, mayonnaise, ketchup, salat, tomat, agurk, løg",100.0,221.0,81
667290,Hot Burger,"Burger bolle 200g bøf, jolapenos, ost, mayonnaise, ketchup, solat, tomat, agurk, løg.",95.0,18.0,85
667291,Kebab/kyllinge mix,Vælg mellem kylling og kebab..,80.0,416.0,30
667292,Stor Box,"Dobbelt bacon cheesebruger, 3 stk. nuggets,3 stk. chili cheese tops, pommes frites, ketchup, remoulade",110.0,95.0,102
667293,Kyllingspyd,"Pommes frites, ketchup, remoulade",80.0,16.0,33
667294,Snackbox,"83. 3 stk. mozzarella sticks, 3 stk. chili cheese tops,3 stk. løgringe, pommes frites, ketchup, remoulade.",95.0,22.0,106
667295,American Spareribs,"Pommes frites, ketchup, remoulade, salat, dressing.",135.0,95.0,51
667296,1/2 Kylling,"Pommes frites, ketchup, remoulade, salat, dressing...",90.0,362.0,53
667297,Schnitzel,"Pommes frites, ketchup, remoulade, salat, dressing",85.0,39.0,50
667298,Fiskefilet,"2 stk. Fiskefilet, pommes frites, ketchup, remoulade,salat, dressing, citron",80.0,25.0,76
667299,Kyllingnuggets,"8 stk. Kyllingnuggets, pommes frites, ketchup,remoulade, salat, dressing",80.0,116.0,72
667301,Hotwings,"7 stk. Hotwings, pommes frites, ketchupremoulade, salat, dressing.",80.0,18.0,66
667302,A. Pommes Frites (Mellem),"Ketchup, remoulade",40.0,387.0,18
667303,B. Pommes Frites (Stor),"Ketchup, remoulade",50.0,473.0,18
667304,Big Snack Box,"Cheeseburger, 3 stk, chili cheese tops, 3 stk. nuggets, 3 stk, mozzarella sticks, pommes frites, ketchup, remoulade.",100.0,54.0,116
667305,Burrito Med Oksekød,"94. 2 stk. hvedetortilla fyldt med oksekød, lød, cheddarost, salat, pebermix, tomat, agurk, tacosauce",95.0,32.0,101
667306,Burrito Med Kylling,"95. 2 stk. hvedetortilla fyldt med kylling, løg, cheddarost, salat, pebermix, tomat, agurk, jalapenos, racosauce",95.0,26.0,112
667307,Nachos,"Cheddarost, tacosauce, creme fraiche.",60.0,12.0,37
667308,Nachos Med Kylling,"Heddarost, tacosauce, creme fraiche.",70.0,25.0,36
667309,Husets Bøf,"300g. hakkebøf, valgfri kartoffel, bearnaisesauce, salat,,dressing....",110.0,48.0,70
667310,Entrecote El Diablo,"250g. oksefilet, valgfri kartoffel, bearnaisesauce, salat, dressing",135.0,13.0,67
667311,El Paso,"250g. mexicano steak (oksefilet), valgfri kartoffel, stærk chili sauce",135.0,6.0,70
667321,Sodavand 1.5L,"Coca cola, Fanta, Sprite",40.0,15.0,24
667325,Kyllingbryst,2 stk. Med pommes frites & bearnaisesauce,90.0,2.0,41
667326,Husets Gryde,"Saftig oksefilet i fløde/tomatsauce, bacon,pølser, champignon, paprika serveres med ris & brød ..........",150.0,1.0,105
667327,Forårsruller,"3 stk. salat, pommes frites,ketchup, remoulade",80.0,2.0,46
667328,Løgring,5 stk.,30.0,1.0,6
667329,Chili Cheese Tops,5 stk.,30.0,4.0,6
667330,Mozzarella Sticks -,5 stk,30.0,7.0,5
667334,Sambusa Box,"3 Sambusa - Oksekød, kylling Eller,Kartoffel Med Salat & Pomfritter 2 Dip",120.0,0.0,73
