id,title,description,price,purchases,desc_length
582175,"Oksekød, Kebab, Kylling, Pølser","Tomatsauce, ost, spinat, oksekød, kebab, kylling, pølser",50.0,0.0,56
582181,"Kødsauce, Bacon, Pepperoni","Tomatsauce, ost, spinat, kødsauce, bacon, pepperoni",50.0,0.0,51
582185,"Soltørrede Tomater, Oliven, Oksekød","Tomatsauce, ost, spinat, soltørrede tomater, oliven, oksekød",50.0,0.0,60
582187,Tun,"Tomatsauce, ost, tun",45.0,0.0,20
582188,"Tun, Rejer, Ananas","Tomatsauce, ost, tun, rejer, ananas",50.0,2.0,35
582189,"Tun, Rejer, Muslinger","Tomatsauce, ost, tun, rejer, muslinger",50.0,0.0,38
582190,"Tun, Oliven, Peberfrugt, Løg","Tomatsauce, ost, tun, oliven, peberfrugt, løg",50.0,0.0,45
582191,"Rejer, Champignon, Majs/ærter","Tomatsauce, ost, rejer, champignon, majs/ærter",50.0,0.0,46
582196,"Tun, Tomatskiver, Løg, Citronskiver","Tomatsauce, ost, tun, tomatskiver, løg, citronskiver",239.0,0.0,52
582197,"Tun, Rejer, Muslinger, æg","Tomatsauce, ost, tun, rejer, muslinger, æg",50.0,0.0,42
582203,"Tun, Rejer, Muslinger, Citronskiver","Tomatsauce, ost, tun, rejer, muslinger, citronskiver",50.0,0.0,52
582205,"Tun, Tomatskiver, Aubergine, Squash, Broccoli, Blomkål","Tomatsauce, ost, tun, tomatskiver, aubergine, squash, broccoli, blomkål",50.0,0.0,71
582209,"Tun, Soltørrede Tomater, Fetaost, Mozzarella, Parmesanost","Tomatsauce, ost, tun, soltørrede tomater, fetaost, mozzarella, parmesanost",140.0,0.0,74
582210,"Tun, Rejer, Cherrytomater, Fetaost, Rucola","Tomatsauce, ost, tun, rejer, cherrytomater, fetaost, rucola",50.0,0.0,59
582214,"Salat, Dressing","Tomatsauce, ost, salat, dressing",50.0,0.0,32
582220,"Fetaost, Gorgonzola, Parmesanost, Mozzarella, Salat, Dressing","Tomatsauce, ost, fetaost, gorgonzola, parmesanost, mozzarella, salat, dressing",65.0,5.0,78
582221,"Kebab, Salat, Dressing","Tomatsauce, ost, kebab, salat, dressing",50.0,5.0,39
582225,"Skinke, Salat, Dressing","Tomatsauce, ost, skinke, salat, dressing",50.0,0.0,40
582229,"Kylling, Salat, Dressing","Tomatsauce, ost, kylling, salat, dressing",50.0,0.0,41
582230,"Oksekød, Salat, Dressing","Tomatsauce, ost, oksekød, salat, dressing",50.0,0.0,41
582231,"Pepperoni, Salat, Dressing","Tomatsauce, ost, pepperoni, salat, dressing",50.0,5.0,43
582232,"Kødsauce, Salat, Dressing","Tomatsauce, ost, kødsauce, salat, dressing",50.0,0.0,42
582233,"Spaghetti, Kødsauce, Salat, Dressing","Tomatsauce, ost, spaghetti, kødsauce, salat, dressing",50.0,0.0,53
582234,"Tun, Salat, Dressing","Tomatsauce, ost, tun, salat, dressing",50.0,0.0,37
582236,"Tomatskiver, Aubergine, Squash, Salat, Dressing","Tomatsauce, ost, tomatskiver, aubergine, squash, salat, dressing",50.0,0.0,64
582237,"Blomkål, Broccoli, Salat, Dressing","Tomatsauce, ost, blomkål, broccoli, salat, dressing",50.0,0.0,51
582238,"Salami, Salat, Dressing","Tomatsauce, ost, salami, salat, dressing",50.0,0.0,40
582239,"Parmaskinke, Salat, Dressing","Tomatsauce, ost, parmaskinke, salat, dressing",85.0,0.0,45
582240,"Rejer, Salat, Dressing","Tomatsauce, ost, rejer, salat, dressing",50.0,0.0,39
582272,"Spinat, æg","Tomatsauce, ost, kartofler, spinat, æg",65.0,0.0,38
582279,"Oksekød, Løg, Peberfrugt","Tomatsauce, ost, kartofler, oksekød, løg, peberfrugt",50.0,0.0,52
582280,"Kebab, Gorgonzola","Tomatsauce, ost, kartofler, kebab, gorgonzola",50.0,0.0,45
582281,"Tun, Pesto, Broccoli","Tomatsauce, ost, kartofler, tun, pesto, broccoli",140.0,0.0,48
582282,"Bacon, Pølser, æg","Tomatsauce, ost, kartofler, bacon, pølser, æg",50.0,0.0,45
582283,"Pepperoni, Kebab, æg","Tomatsauce, ost, kartofler, pepperoni, kebab, æg",50.0,0.0,48
582284,"Oliven, Aubergine, Squash","Tomatsauce, ost, kartofler, oliven, aubergine, squash",50.0,0.0,53
582287,"Kødsauce, Bearnaisesauce","Tomatsauce, ost, kartofler, kødsauce, bearnaisesauce",85.0,0.0,52
582289,"Kylling, Oliven, Olivenolie","Tomatsauce, ost, kartofler, kylling, oliven, olivenolie",50.0,0.0,55
582290,"Champignon, Tomatskiver, Fetaost","Tomatsauce, ost, kartofler, champignon, tomatskiver, fetaost",269.0,0.0,60
582291,"Fløde, Kylling, Karry, Hvidløg","Tomatsauce, ost, kartofler, fløde, kylling, karry, hvidløg",50.0,0.0,58
582295,"Salami, Pepperoni, Kebab","Tomatsauce, ost, kartofler, salami, pepperoni, kebab",50.0,0.0,52
582296,"Parmaskinke, Rucola, Pesto","Tomatsauce, ost, kartofler, parmaskinke, rucola, pesto",50.0,0.0,54
582297,"Spinat, Mozzarella, Cherrytomater, Gorgonzola","Tomatsauce, ost, kartofler, spinat, mozzarella, cherrytomater, gorgonzola",85.0,0.0,73
582298,"Rosmarin, Mozzarella, Hvidløg","Tomatsauce, ost, kartofler, rosmarin, mozzarella, hvidløg",50.0,0.0,57
582299,"Skinke, Løg, Rucola","Tomatsauce, ost, skinke, løg, rucola",85.0,2.0,36
582301,"Mozzarella, Pesto, Cherrytomater, Rucola","Tomatsauce, ost, mozzarella, pesto, cherrytomater, rucola",50.0,0.0,57
582302,"Kebab, Gorgonzola, Rucola","Tomatsauce, ost, kebab, gorgonzola, rucola",50.0,0.0,42
582306,"Oksekød, Champignon, Cherrytomater, Rucola","Tomatsauce, ost, oksekød, champignon, cherrytomater, rucola",85.0,0.0,59
582308,"Tun, Soltørrede Tomater, Oliven, Rucola","Tomatsauce, ost, tun, soltørrede tomater, oliven, rucola",50.0,0.0,56
582314,"Kylling, Majs, Peberfrugt, Rucola","Tomatsauce, ost, kylling, majs, peberfrugt, rucola",50.0,0.0,50
582324,"Pepperoni, Champignon, Fetaost, Parmesanost, Rucola","Tomatsauce, ost, pepperoni, champignon, fetaost, parmesanost, rucola",250.0,0.0,68
582330,"Parmaskinke, Mozzarella, Rucola","Tomatsauce, ost, parmaskinke, mozzarella, rucola",50.0,0.0,48
582331,"Salami, Mozzarella, Fetaost, Rucola","Tomatsauce, ost, salami, mozzarella, fetaost, rucola",50.0,0.0,52
582333,"Parmaskinke, Pesto, Parmesanost, Cherrytomater, Rucola","Tomatsauce, ost, parmaskinke, pesto, parmesanost, cherrytomater, rucola",50.0,0.0,71
582334,"Fetaost, Mozzarella, Parmesanost, Cherrytomater, Rucola, Hvidløg","Tomatsauce, ost, fetaost, mozzarella, parmesanost, cherrytomater, rucola, hvidløg",85.0,0.0,81
582335,"Salami, Cherrytomater, Rucola","Tomatsauce, ost, salami, cherrytomater, rucola",50.0,0.0,46
582336,"Parmaskinke, Rucola","Tomatsauce, ost, parmaskinke, rucola",65.0,0.0,36
582337,"Kartofler, Oliven, Rucola","Tomatsauce, ost, parmaskinke, kartofler, oliven, rucola",50.0,0.0,55
582340,"Aubergine, Rucola, Pesto","Tomatsauce, ost, parmaskinke, aubergine, rucola, pesto",50.0,0.0,54
582344,"Cherrytomater, Løg, Rucola","Tomatsauce, ost, parmaskinke, cherrytomater, løg, rucola",50.0,0.0,56
582346,"Soltørrede Tomater, Løg, Oliven, Fetaost","Tomatsauce, ost, parmaskinke, soltørrede tomater, løg, oliven, fetaost",85.0,0.0,70
582347,"Salami, Pølser, Bacon","Tomatsauce, ost, parmaskinke, salami, pølser, bacon",50.0,0.0,51
582348,"Majs, ærter, Oliven","Tomatsauce, ost, parmaskinke, majs, ærter, oliven",50.0,0.0,49
582349,"Pepperoni, Fetaost, Rucola","Tomatsauce, ost, parmaskinke, pepperoni, fetaost, rucola",50.0,0.0,56
582353,"Pølser, Ananas, Bearnaisesauce","Tomatsauce, ost, parmaskinke, pølser, ananas, bearnaisesauce",85.0,0.0,60
582354,"Kebab, Peberfrugt, Gorgonzola","Tomatsauce, ost, parmaskinke, kebab, peberfrugt, gorgonzola",50.0,0.0,59
582362,"Kylling, Løg, Peberfrugt","Tomatsauce, ost, parmaskinke, kylling, løg, peberfrugt",50.0,0.0,54
582364,Salami,"Tomatsauce, ost, salami",50.0,4.0,23
582369,"Champignon, Peberfrugt, Gorgonzola","Tomatsauce, ost, salami, champignon, peberfrugt, gorgonzola",50.0,2.0,59
582374,"Majs, Ananas, Bearnaisesauce","Tomatsauce, ost, salami, majs, ananas, bearnaisesauce",50.0,0.0,53
582375,"Broccoli, Blomkål","Tomatsauce, ost, salami, broccoli, blomkål",50.0,0.0,42
582376,"Artiskokker, Soltørrede Tomater","Tomatsauce, ost, salami, artiskokker, soltørrede tomater",50.0,0.0,56
582383,"Cherrytomater, Løg, Fetaost, Rucola","Tomatsauce, ost, salami, cherrytomater, løg, fetaost, rucola",85.0,0.0,60
582393,"Champignon, Mozzarella, Oliven, Olivenolie","Tomatsauce, ost, salami, champignon, mozzarella, oliven, olivenolie",50.0,0.0,67
582396,"Oksekød, Løg, Champignon, Hollandaisesauce","Tomatsauce, ost, oksekød, løg, champignon, hollandaisesauce",50.0,0.0,59
582419,"Skinke, Kebab, Majs, Hollandaisesauce","Tomatsauce, ost, skinke, kebab, majs, hollandaisesauce",50.0,0.0,54
582423,"Salami, Pepperoni, Gorgonzola, Hollandaisesauce","Tomatsauce, ost, salami, pepperoni, gorgonzola, hollandaisesauce",50.0,0.0,64
582432,"Skinke, Kebab, Bacon, Pølser, Hollandaisesauce","Tomatsauce, ost, skinke, kebab, bacon, pølser, hollandaisesauce",50.0,0.0,63
582433,"Kylling, Ananas, Fetaost, Broccoli, Hollandaisesauce","Tomatsauce, ost, kylling, ananas, fetaost, broccoli, hollandaisesauce",50.0,0.0,69
582437,"Parmaskinke, Salami, Kødsauce, Hollandaisesauce","Tomatsauce, ost, parmaskinke, salami, kødsauce, hollandaisesauce",50.0,0.0,64
582441,"Oksekød, Pepperoni, Løg","Tomatsauce, ost, oksekød, pepperoni, løg",50.0,0.0,40
582445,"Bacon, Løg, Tacosauce","Tomatsauce, ost, oksekød, bacon, løg, tacosauce",50.0,0.0,47
582449,"Pepperoni, Tomatskiver, Tacosauce, Jalapenos","Tomatsauce, ost, oksekød, pepperoni, tomatskiver, tacosauce, jalapenos",50.0,0.0,70
582450,"Broccoli, Jalapenos","Tomatsauce, ost, oksekød, broccoli, jalapenos",50.0,0.0,45
582451,"Soltørrede Tomater, Oliven, Fetaost, Jalapenos","Tomatsauce, ost, oksekød, soltørrede tomater, oliven, fetaost, jalapenos",50.0,0.0,72
582452,"Kødsauce, Kebab, Jalapenos, Cherrytomater","Tomatsauce, ost, oksekød, kødsauce, kebab, jalapenos, cherrytomater",50.0,0.0,67
582453,"Pepperoni, Champignon, Jalapenos, Tacosauce","Tomatsauce, ost, skinke, pepperoni, champignon, jalapenos, tacosauce",50.0,0.0,68
582456,"Kebab, Jalapenos, Tacosauce","Tomatsauce, ost, skinke, kebab, jalapenos, tacosauce",50.0,0.0,52
582458,"Kylling, Tomatskiver, Jalapenos","Tomatsauce, ost, skinke, kylling, tomatskiver, jalapenos",50.0,0.0,56
582459,"Kylling, Kødsauce, Tacosauce","Tomatsauce, ost, skinke, kylling, kødsauce, tacosauce",50.0,0.0,53
582466,"Kebab, Champignon, Tacosauce","Tomatsauce, ost, kebab, champignon, tacosauce",50.0,0.0,45
582467,"Kebab, Pepperoni, Løg, Jalapenos","Tomatsauce, ost, kebab, pepperoni, løg, jalapenos",50.0,0.0,49
582468,"Kebab, Kylling, Jalapenos, Tacosauce","Tomatsauce, ost, kebab, kylling, jalapenos, tacosauce",50.0,0.0,53
582472,"Aubergine, Gorgonzola, Jalapenos, Tacosauce","Tomatsauce, ost, kebab, aubergine, gorgonzola, jalapenos, tacosauce",50.0,0.0,67
582476,"Salami, Cherrytomater, Jalapenos, Tacosauce","Tomatsauce, ost, kebab, salami, cherrytomater, jalapenos, tacosauce",50.0,0.0,67
582477,"Broccoli, Squash, Blomkål, Jalapenos, Tacosauce","Tomatsauce, ost, kebab, broccoli, squash, blomkål, jalapenos, tacosauce",50.0,0.0,71
582485,"Kylling, Peberfrugt, Jalapenos, Tacosauce, Bearnaisesauce","Tomatsauce, ost, kebab, kylling, peberfrugt, jalapenos, tacosauce, bearnaisesauce",50.0,0.0,81
582489,"Pepperoni, Pølser, Bacon, Jalapenos","Tomatsauce, ost, pepperoni, pølser, bacon, jalapenos",50.0,0.0,52
582493,"Pepperoni, Blomkål, Broccoli, Jalapenos","Tomatsauce, ost, pepperoni, blomkål, broccoli, jalapenos",329.0,0.0,56
582497,"Pepperoni, Soltørrede Tomater, Fetaost, Jalapenos","Tomatsauce, ost, pepperoni, soltørrede tomater, fetaost, jalapenos",50.0,0.0,66
582498,"Salami, Cherrytomater, Fetaost, Jalapenos","Tomatsauce, ost, salami, cherrytomater, fetaost, jalapenos",50.0,1.0,58
582502,"Parmaskinke, Salami, Jalapenos, Tacosauce","Tomatsauce, ost, parmaskinke, salami, jalapenos, tacosauce",50.0,0.0,58
582507,"Kylling, Pølser, Jalapenos, Bearnaisesauce","Tomatsauce, ost, kylling, pølser, jalapenos, bearnaisesauce",50.0,0.0,59
582510,"Kylling, Kødsauce, Kartofler, Jalapenos","Tomatsauce, ost, kylling, kødsauce, kartofler, jalapenos",50.0,0.0,56
582512,"Kylling, Kartofler, Spinat, Jalapenos","Tomatsauce, ost, kylling, kartofler, spinat, jalapenos",50.0,0.0,54
582517,"Skinke, Champignon","Skinke, champignon",65.0,0.0,18
582527,"Skinke, Kødsauce","Skinke, kødsauce",65.0,1.0,16
582531,"Skinke, Kebab","Skinke, kebab",65.0,1.0,13
582539,"Skinke, Oksekød, Løg, Peberfrugt","Skinke, oksekød, løg, peberfrugt",70.0,0.0,32
582542,"Skinke, Pølser, Løg, Bearnaisesauce","Skinke, pølser, løg, bearnaisesauce",70.0,0.0,35
582544,"Skinke, Spaghetti, Kødsauce","Skinke, spaghetti, kødsauce",70.0,1.0,27
582545,"Skinke, Ananas, Champignon, Kylling","Skinke, ananas, champignon, kylling",70.0,0.0,35
582553,"Skinke, Rejer, Løg, Peberfrugt","Skinke, rejer, løg, peberfrugt",70.0,0.0,30
582560,"Oksekød, Kebab, Bearnaisesauce","Oksekød, kebab, bearnaisesauce",70.0,0.0,30
582561,"Oksekød, Kødsauce, Kebab, Løg","Oksekød, kødsauce, kebab, løg",70.0,0.0,29
582565,"Spaghetti, Kødsauce, Kylling, Majs","Spaghetti, kødsauce, kylling, majs",70.0,0.0,34
582566,"Spaghetti, Kødsauce","Spaghetti, kødsauce",348.0,0.0,19
582570,"Spaghetti, Kylling, Tacosauce, Jalapenos, Hvidløg","Spaghetti, kylling, tacosauce, jalapenos, hvidløg",70.0,0.0,49
582573,"Kebab, Løg, Hvidløg/Chili, Dressing/Bearnaise Sauce","Kebab, løg, hvidløg/chili, dressing/bearnaise sauce",70.0,0.0,51
582578,"Kebab, Løg, Champignon, Peberfrugt, Bearnaise sauce","Kebab, løg, champignon, peberfrugt, bearnaise sauce",70.0,1.0,51
582581,"Tun, Rejer, Majs, Ananas","Tun, rejer, majs, ananas",70.0,0.0,24
582584,"Kylling, Pølser, Majs, Peberfrugt","Kylling, pølser, majs, peberfrugt",70.0,0.0,33
582588,"Kylling, Pepperoni, Oksekød, Kebab","Kylling, pepperoni, oksekød, kebab",70.0,0.0,34
582594,"Kylling, Parmaskinke, Pølser, Majs","Kylling, parmaskinke, pølser, majs",70.0,0.0,34
582596,"Kylling, Salami, Oksekød, Kødsauce","Kylling, salami, oksekød, kødsauce",70.0,0.0,34
582607,"Skinke, Spaghetti, Fetaost, Spinat, Tacosauce, Jalapenos","Skinke, spaghetti, fetaost, spinat, tacosauce, jalapenos",70.0,0.0,56
582609,Hvidløgsbrød med Ost,Hvidløgsbrød med ost,40.0,0.0,20
582613,"Hvidløgsbrød, Ost & Pesto","Hvidløgsbrød, ost & pesto",40.0,0.0,25
582618,"Hvidløgsbrød, Ost & Tacosauce","Hvidløgsbrød, ost & tacosauce",40.0,0.0,29
582619,"Hvidløgsbrød, Ost & Fløde","Hvidløgsbrød, ost & fløde",40.0,0.0,25
582641,"Hvidløgsbrød, Ost, Bacon, æg, Pølser, Chili","Hvidløgsbrød, ost, bacon, æg, pølser, chili",50.0,0.0,43
582770,Falafel Sandwich,Med falafelsauce og hummus eller dressing,60.0,0.0,41
582783,"Mix Pepperoni, Kebab Sandwich",Med fetaost og majs,65.0,0.0,19
582784,"Mix Kebab, Kylling Sandwich",Med fetaost og majs,65.0,2.0,19
583626,Falafel Durum,Med falafelsauce og hummus eller dressing,50.0,1.0,41
583637,"Mix Kebab, Kylling Durum",Med fetaost og majs,65.0,3.0,19
583671,Falafel Pitabrød,Med falafelsauce og hummus eller dressing,50.0,0.0,41
583679,"Mix Pepperoni, Kebab Pitabrød",Med fetaost og majs,65.0,2.0,19
583687,Mix Kebab Kylling Pitabrød,Med fetaost og majs,65.0,0.0,19
583700,Spaghetti Kødsauce 1,Spaghetti kødsauce 1,60.0,1.0,20
583702,Spaghetti Kødsauce 2,"Med tomatsauce, ost, majs og ærter",65.0,1.0,34
583703,Spaghetti Kødsauce,"Med tacosauce, jalapenos, tomatsauce og ost",65.0,1.0,43
583708,Spaghetti Skinke,"Med champignon, bacon, fløde og ost",65.0,0.0,35
583709,Spaghetti Kylling 1,"Med broccoli, gorgonzola, fløde og ost",65.0,0.0,38
583710,Spaghetti Kylling 2,"Med løg, karry, fløde og ost",65.0,3.0,28
583713,Spaghetti Pølser,"Med champignon, fløde og ost",65.0,1.0,28
583715,Spaghetti Oksekød,"Med løg, tomatsauce, fetaost og ost",65.0,0.0,35
583722,"Spaghetti Tun, Rejer & Muslinger",Med fløde/tomatsauce og ost,65.0,0.0,27
583735,Vegetar Spaghetti,"Med gorgonzola, champignon, fløde og ost",65.0,0.0,40
583738,Lasagne Kødsauce,Med mornaysauce og ost,65.0,0.0,22
583740,Lasagne Gorgonzola,Med fløde og ost,65.0,0.0,16
583753,Nachos med Oksekød,"Med jalapenos, tacosauce, pomelo og ost",65.0,0.0,39
583764,Nachos med Kylling,"Med jalapenos, tacosauce, pomelo og ost",65.0,0.0,39
583768,Nachos med Kebab,"Med jalapenos, tacosauce, pomelo og ost",65.0,0.0,39
583770,Nachos med Skinke,"Med jalapenos, tacosauce, pomelo og ost",65.0,1.0,39
583774,Nachos med Pepperoni,"Med jalapenos, tacosauce, pomelo og ost",65.0,1.0,39
583841,Humus Tallerken,Med arabisk fladbrød,75.0,2.0,20
583849,Falafel Tallerken,Med humus og arabisk fladbrød,75.0,0.0,29
583902,Græsk Salat,"Med fetaost, oliven og olivenolie",65.0,1.0,33
583904,"Mozzarella, Tomatskiver, Oliven","Med olivenolie, frisk basilikum og balsamico",65.0,0.0,44
583906,"Falafel, Tomater, Løg, Salat",Med olivenolie og tahinsauce,65.0,0.0,28
584548,Alle medium,Alle medium pizza.,200.0,473.0,18
584559,Alle large,Alle large pizza,320.0,357.0,16
588290,Øl alm.,"Øl almindelig
Albani Classic, Ceres, Carlsberg, Tuborg, Tuborg Classic",25.0,0.0,70
588304,Øl 0 alc.,Non alkohol øl,25.0,0.0,14
588389,Øl sæson,"Jule-, Påske- og specialøl",26.0,0.0,26
588422,AAB pils 33cl,Aarhus Bryghus pilsner 33 cl.,35.0,0.0,29
588440,AAB pils 50cl,Aarhus Bryghus pilsner 50cl,48.0,0.0,27
588441,AAB Lux 33cl,Aarhus Bryghus Luxus 33cl,45.0,0.0,25
588447,AAB Lux 50cl,Aahus Bryghus Luxus pils 33cl,58.0,0.0,29
588469,Vand,Vand almindelig,25.0,0.0,15
588472,Vand Lux,"Vand, Cacao og juice",30.0,0.0,20
588534,Z-Tilbud,Z-tilbud = 1 stk øl alm. + 1 stk kode 4,40.0,0.0,39
588550,Ølkort Ind -25,Ølkort modtage,-25.0,0.0,14
588566,Ølkort Ud,Ølkort Udlevere,25.0,0.0,15
590337,Emil,"Tomat, ost, pesto, tomatsauce, friske tomatsiver, kartofler",85.0,143.0,59
590338,Capricciosa,"Tomat, ost, skinke, champignon",85.0,220.0,30
590339,Afghani,"Tomat, ost, løg, champignon, paprika, kebab, kylling, jalapenos",99.0,486.0,63
590340,Italiana,"Tomat, ost, løg, kødsauce",85.0,125.0,25
590341,Vegetariana,"Tomat, ost, løg, champignon, ananas, grøn peber, artiskok, oliven, paprika",85.0,98.0,74
590342,Milano,"Tomat, ost, skinke, pepperoni, bacon",90.0,297.0,36
590343,Super Børge,"Tomat, ost, skinke, champignon, gorgonzola, bearnaise, hvidløg",99.0,56.0,62
590344,4-Oste,"Ost, gorgonzola, mozzarellaost, cheddarost, tomater",90.0,60.0,51
590347,Mama Mia,"Tomat, ost, skinke, paprika, hvidløg",85.0,28.0,36
590349,Nazhar,"Tomat, ost, løg, kebab, hakket oksekød, chili",90.0,172.0,45
590350,Torino,"Tomat, ost, løg, champignon, kebab",85.0,73.0,34
590351,Hawaii,"Tomat, ost, skinke, ananas",85.0,245.0,26
590356,Quattro Stagioni,"Tomat, ost, skinke, rejer, champignon",90.0,15.0,37
590357,O Sole Mio,"Tomat, ost, skinke, pepperoni",85.0,214.0,29
590358,Oriental,"Tomat, ost, hakket oksekød, chili",85.0,125.0,33
590359,Grandiose,"Tomat, ost, løg, rejer, champignon, hakket oksekød",90.0,13.0,50
590360,Gorgonzola,"Tomat, ost, løg, champignon, gorgonzola",90.0,22.0,39
590361,Babo,"Tomat, ost, pepperoni, gorgonzola, hvidløg, kebab, chili",90.0,112.0,56
590362,Køge Special,"Tomat, ost, champignon, paprika, kebab",85.0,110.0,38
590369,Dane,"Tomat, ost, skinke, kødsauce",85.0,17.0,28
590370,Cihan Special,"Tomat, ost, ananas, paprika, kylling, karry",85.0,39.0,43
590372,Ari,"Tomat, ost, løg, kebab, tomatskiver, bearnaisesauce",90.0,103.0,51
590373,Louise,"Tomat, ost, pepperoni, løg, kebab, æg",90.0,24.0,37
590374,Bari,"Tomat, ost, bacon, grøn peber, hvidløg, kebab",90.0,44.0,45
590375,Husets Special,"Tomat, ost, bacon, løg, kylling",85.0,59.0,31
590376,Atlanta,"Tomat, ost, champignon, grøn peber, kylling",85.0,49.0,43
590377,Hemso,"Tomat, ost, pepperoni, bacon, cocktailpølser, grøn peber",90.0,59.0,56
590378,Feta Special,"Tomat, ost, pepperoni, løg, kebab, feta",90.0,62.0,39
590379,Pisa,"Tomat, ost, pepperoni, ananas, hakket oksekød",85.0,37.0,45
590382,Al Pacino,"Tomat, ost, løg, gorgonzola, kebab, chili",90.0,43.0,41
590390,Juventus,"Tomat, ost, skinke, cocktailpølser, hvidløg, kebab",90.0,113.0,50
590391,Herfølge,"Tomat, ost, løg, bearnaise, kylling, karry",85.0,94.0,42
590392,Ølby,"Tomat, ost, bacon, cocktailpølser, hvidløg, kebab",90.0,74.0,49
590393,Dansker,"Tomat, ost, pepperoni, bacon, hakket oksekød, chili",90.0,183.0,51
590394,Amor,"Tomat, ost, pepperoni, bacon, champignon, grøn peber, hvidløg, kebab, chili",99.0,129.0,75
590395,Byens,"Tomat, ost, champignon, grøn peber, kødstrimler",85.0,22.0,47
590396,Masi,"Tomat, ost, champignon, gorgonzola, kødstrimler",85.0,23.0,47
590397,Mama Rosa,"Tomat, bearnaise, kebab, tomatskiver, mozzarellaost, pesto",99.0,57.0,58
590405,Pastrami,"Tomat, pepperoni, grøn peber, mozzarellaost, pesto, fetaost, rucola, ost i terninger",99.0,21.0,84
590406,Parma,"Gorgonzola, mozzarellaost, pesto, rucola, tomatsauce, pastrami",99.0,37.0,62
590407,Dilan,"Kebab, salat, dressing",85.0,1470.0,22
590408,Alya,"Kylling, salat, dressing",85.0,160.0,24
590409,Mix,"Kebab, kylling, salat, dressing",85.0,173.0,31
590410,Redar,"Skinke, salat, dressing",85.0,34.0,23
590411,Silos,"Salat, dressing, tomatsauce, kødstrimler",85.0,21.0,40
590412,Azteca,"Hakket oksekød, jalapenos, tacosauce",99.0,27.0,36
590413,Acapulco,"Skinke, rejer, champignon, jalapenos, tacosauce",99.0,2.0,47
590414,Mexicano,"Bacon, løg, jalapenos, tacosauce, kødstrimler",99.0,15.0,45
590418,Inca,"Tomat, paprika, hvidløg, kebab, chili, kylling, jalapenos, tacosauce",99.0,250.0,68
590422,Nazca,"Pepperoni, cocktailpølser, hvidløg, oksekød, chili, jalapenos",99.0,30.0,61
590423,Calzone,"Tomat, ost, skinke",85.0,126.0,18
590425,Mama Rosa,"Tomat, ost, skinke, paprika, hvidløg",90.0,39.0,36
590426,Spaghetti,"Tomat, ost, kødsauce, spaghetti",85.0,57.0,31
590430,UFO (Dobbelt Indbagt),"Tomat, ost, skinke, rejer, champignon",99.0,25.0,37
590440,Hakan Special,"Tomat, ost, løg, gorgonzola, kebab",90.0,24.0,34
590444,Vikingbåd,"(halv indbagt) tomat, ost, løg, grøn peber, bearnaise, kebab",95.0,31.0,60
590450,Byens Burger,"Med ca. 200g oksekød, salat, løg, tomat, agurk, mayonnaise, burgerdressing, cheddarost og bacon",84.0,9.0,95
590451,Byens Spicy Burger,"Med ca. 200g oksekød, chili, jalapenos, salat, løg, tomat, agurk, mayonnaise, burgerdressing, cheddarost og bacon",89.0,10.0,113
590452,Byens XL Burger,"Med ca. 400g oksekød, salat, løg, tomat, agurk, salatmayonnaise, burgerdressing, cheddarost og bacon",102.0,2.0,100
590457,Byens Chicken Burger,"Med kyllingefilet, salat, løg, tomat, agurk, mayonnaise, burgerdressing, cheddarost og bacon",89.0,3.0,92
590462,Mexicansk Okse,"Jalapenos, tacosauce",65.0,10.0,20
590477,Buggi Burger,Med ca. 250g friskhakket oksekød,85.0,4.0,32
590478,Buggi Bearnaise Burger,Med ca. 250g friskhakket oksekød og bearnaise,89.0,23.0,45
590482,Buggi Cheese Burger,Med ca. 250g friskhakket oksekød og cheddaros,89.0,38.0,45
590484,Buggi Bacon Burger,Med ca. 250g friskhakket oksekød og bacon,89.0,5.0,41
590485,Buggi Bacon Cheese Burger,"Med ca. 250g friskhakket oksekød, bacon og cheddarost",95.0,65.0,53
590486,Buggi Chili Burger,"Med ca. 250g friskhakket oksekød, chili, jalapenos og cheddarost",89.0,6.0,64
590487,Buggi Dobbelt Cheese Burger,Med ca. 500g friskhakket oksekød og cheddarost,105.0,22.0,46
590488,Buggi Dobbelt Bacon Cheese Burger,Med ca. 500g friskhakket oksekød og bacon,95.0,4.0,41
590489,Buggi Dobbelt Bacon Cheese Burger m/cheddar,"Med ca. 500g friskhakket oksekød, bacon og cheddarost",99.0,3.0,53
590490,Stor Bøf,250g med bløde løg,89.0,1.0,18
590532,Mix Salat,"Champignon, majs, ærter",59.0,5.0,23
590542,Tunsalat,Citron,59.0,1.0,6
590560,Chicken Dipper,"10 stk. Med pommes frites, salat, dressing og remoulade",85.0,25.0,55
590561,1/2 Kylling,450g kylling,65.0,9.0,12
590562,1/2 Kylling,"450g Kylling med pommes frites, agurkesalat, salat, dressing og remoulade",90.0,180.0,73
590563,Kebab Ret,"Bearnaisesauce, salat, dressing, pommes Frites",99.0,26.0,46
590567,Fiskefilet,"2 stk. Med pommes frites, citron, salat, dressing og remoulade",85.0,18.0,62
590570,Hakkebøf,Med bløde løg og spejle æg,99.0,5.0,26
590572,Penne Parma,"Kødstrimler, løg, champignon, tomatsauce, salat og dressing",89.0,8.0,59
590576,Penne Paradiso,"Skinke, salat, dressing, ærter, flødesauce",89.0,1.0,42
