item_id,item_name,profit,profit_price_up,profit_cost_down
523009,Take away,0.0,0.0,0.0
523010,Take away,0.0,0.0,0.0
523029,+ Dyppelse,55.0,57.75,55.0
523565,Unspecified,0.0,0.0,0.0
523703,Kage,0.0,0.0,0.0
523711,Fanta,255.0,267.75,255.0
523712,Ramløse,345.0,362.25,345.0
523714,Kildevand,380.0,399.0,380.0
523720,Åbent Køkken,0.0,0.0,0.0
523774,Konfektion (1),0.0,0.0,0.0
523788,Div mad,0.0,0.0,0.0
523789,Kage,200.0,210.0,200.0
523863,Gavekort,0.0,0.0,0.0
524372,Cafe Au Lait,455.0,477.75,455.0
524970,Fødselsdagstilbud buffet,283.0,297.15000000000003,283.0
526222,Unspecified,0.0,0.0,0.0
526801,Unspecified,0.0,0.0,0.0
527631,Unspecified,0.0,0.0,0.0
527646,Unspecified,0.0,0.0,0.0
527943,Unspecified,0.0,0.0,0.0
528681,Chili Mayo,115.0,120.75,115.0
529790,Leje Cafeteria,0.0,0.0,0.0
530195,Unspecified,0.0,0.0,0.0
530205,Unspecified,0.0,0.0,0.0
530560,Pomme Fritter,330.0,346.5,330.0
530563,Drinks (1.5L),440.0,462.0,440.0
530853,Jægerbomb,455.0,477.75,455.0
531263,Portvin 5cl,300.0,315.0,300.0
531519,Ris a la mande,495.0,519.75,495.0
531523,Unspecified,0.0,0.0,0.0
531528,ENGANGSPINDE,252.0,264.6,252.0
531532,POSE,172.0,180.6,172.0
531581,Leje af Håndklæde,480.0,504.0,480.0
531685,Fanta lemon,450.0,472.5,450.0
533587,Alm Ekstra Tilbehør,0.0,0.0,0.0
533588,Medium Ekstra Tilbehør,0.0,0.0,0.0
533589,Large Ekstra Tilbehør,0.0,0.0,0.0
533627,Unspecified,0.0,0.0,0.0
533656,Unspecified,0.0,0.0,0.0
533842,½ Rundstykke med Smør,405.0,425.25,405.0
534066,Unspecified,0.0,0.0,0.0
534143,Forskellige Brød - Til Forskellige Priser,0.0,0.0,0.0
534360,Pommes Frittes Lille,468.0,491.40000000000003,468.0
534386,Unspecified,0.0,0.0,0.0
534395,Drikkevarer,0.0,0.0,0.0
534396,Kaffe/Te,0.0,0.0,0.0
534397,Diverse_Slik etc,0.0,0.0,0.0
534535,Pant,94.0,98.7,94.0
534602,Popcorn,405.0,425.25,405.0
535043,Unspecified,0.0,0.0,0.0
535157,Unspecified,0.0,0.0,0.0
535283,Unspecified,0.0,0.0,0.0
535425,Unspecified,0.0,0.0,0.0
535475,F. Rejechips,420.0,441.0,420.0
535491,Laks med Hvidløg Nigiri (2 stk),462.0,485.1,462.0
535495,Flamberet Laks Nigiri (2 stk),462.0,485.1,462.0
535511,Tofo Nigiri (2 stk),494.0,518.6999999999999,494.0
535575,Laks Hosomaki (8 stk),520.0,546.0,520.0
535611,Agurk Hosomaki (8 stk),494.0,518.6999999999999,494.0
535866,Teriyaki Sauce,180.0,189.0,180.0
535886,A. Soja Sauce,260.0,273.0,260.0
535888,Wasabi,160.0,168.0,160.0
536102,Egekilde med Brus,480.0,504.0,480.0
536113,Cocio,230.0,241.5,230.0
536170,Corny Bar,380.0,399.0,380.0
536181,Diverse,0.0,0.0,0.0
538075,Varmt,0.0,0.0,0.0
538076,Drikkevarer,0.0,0.0,0.0
538077,Mad ud af huset,0.0,0.0,0.0
538079,Juleplatte,0.0,0.0,0.0
538080,Juleanretning,0.0,0.0,0.0
538082,Diverse,0.0,0.0,0.0
538100,2 L Juice,440.0,462.0,440.0
538114,RAFLE ØL,0.0,0.0,0.0
538159,Kop kaffe,330.0,346.5,330.0
538160,Kop kaffe m. mælk,322.0,338.1,322.0
538556,Toast med Fyld,385.0,404.25,385.0
538559,Hotwings stk,477.0,500.8500000000001,477.0
538961,Unspecified,0.0,0.0,0.0
540201,Unspecified,0.0,0.0,0.0
540319,Unspecified,0.0,0.0,0.0
542870,ROM BACARDI 2CL,320.0,336.0,320.0
542898,WHISKY BALLENTINE 2CL,400.0,420.0,400.0
543539,A. Kartoffelskiver (Stor),495.0,519.75,495.0
543557,"0,50 Liter Cocio",325.0,341.25,325.0
543794,Forret,0.0,0.0,0.0
543796,Dagens Forret,0.0,0.0,0.0
543813,Dagens Pasta,0.0,0.0,0.0
543817,Menu 4 Retter,0.0,0.0,0.0
543819,Menu,0.0,0.0,0.0
543879,Gelato,0.0,0.0,0.0
543897,Selskab,0.0,0.0,0.0
543904,Menu & Vin,0.0,0.0,0.0
543937,Velkomst Glas,0.0,0.0,0.0
543942,Rosé Glas,0.0,0.0,0.0
543943,Glas Hvid,0.0,0.0,0.0
543949,Glas Rød,0.0,0.0,0.0
543996,Drinks,0.0,0.0,0.0
544004,Grappa,0.0,0.0,0.0
544049,Cognac,0.0,0.0,0.0
544119,Kaffe,0.0,0.0,0.0
544121,Franciacorta,0.0,0.0,0.0
544281,Div. Shots 2 cl,385.0,404.25,385.0
544313,Rødvin 1/1,0.0,0.0,0.0
544776,3 Kugler is.,385.0,404.25,385.0
544867,Harbo cola,440.0,462.0,440.0
545452,Vin 33 cl.,520.0,546.0,520.0
546742,Adelhardt Æblemost ØKO,360.0,378.0,360.0
549253,Morgenkaffe,340.0,357.0,340.0
552504,Unspecified,0.0,0.0,0.0
552694,Rice diverse,0.0,0.0,0.0
552716,Unspecified,0.0,0.0,0.0
552858,Unspecified,0.0,0.0,0.0
553636,Unspecified,0.0,0.0,0.0
555102,Unspecified,0.0,0.0,0.0
555267,Smiley (9 stk),455.0,477.75,455.0
555576,Avocado Hosomaki,440.0,462.0,440.0
555746,pose,68.0,71.4,68.0
555931,Unspecified,0.0,0.0,0.0
556085,Unspecified,0.0,0.0,0.0
556114,Unspecified,0.0,0.0,0.0
556320,Dantoto + Lotto,0.0,0.0,0.0
556326,Quick,0.0,0.0,0.0
556333,Tobak,0.0,0.0,0.0
556336,Kioskvarer,0.0,0.0,0.0
556339,Varelotteriet + Landbrugslotteriet,0.0,0.0,0.0
556341,Blade,0.0,0.0,0.0
556342,Avis,0.0,0.0,0.0
556347,Taletid,0.0,0.0,0.0
556348,Renseri,0.0,0.0,0.0
556358,Udbetal Varelotteriet + Landbrugslotteri,0.0,0.0,0.0
556360,Udbetal Quick,0.0,0.0,0.0
556363,Udbetal Dantoto + Lotto,0.0,0.0,0.0
556431,Unspecified,0.0,0.0,0.0
559478,Tofu Nigiri,420.0,441.0,420.0
559484,Salmon N.Y. Nigiri,437.0,458.85,437.0
560066,Hjemmelavet Spicy Mayo,460.0,483.0,460.0
560072,Ingefær,170.0,178.5,170.0
560086,Unspecified,0.0,0.0,0.0
560090,Soya,115.0,120.75,115.0
560099,Spise Pinde,162.0,170.1,162.0
560872,Alm Ekstra Tilbehør,325.0,341.25,325.0
560897,Familie Ekstra Tilbehør,65.0,68.25,65.0
561417,SOL ØL,0.0,0.0,0.0
563379,Div. Mad.,0.0,0.0,0.0
563380,Div. Kage.,0.0,0.0,0.0
563467,Cashewnødder,360.0,378.0,360.0
563470,Sød Chili Sauce,265.0,278.25,265.0
563998,Special,0.0,0.0,0.0
564142,Special,0.0,0.0,0.0
564148,Unspecified,0.0,0.0,0.0
564664,Unspecified,0.0,0.0,0.0
564946,Unspecified,0.0,0.0,0.0
565348,Unspecified,0.0,0.0,0.0
567559,Flaske vand,340.0,357.0,340.0
567836,Carlsberg Nordic ale 0%,275.0,288.75,275.0
569023,Ekstra ris,350.0,367.5,350.0
569043,Rejerchips,330.0,346.5,330.0
569126,Unspecified,0.0,0.0,0.0
569434,Alm. kaffe,360.0,378.0,360.0
569496,Grøn te,418.0,438.9,418.0
569717,Unspecified,0.0,0.0,0.0
570115,Unspecified,0.0,0.0,0.0
570342,Unspecified,0.0,0.0,0.0
570470,Unspecified,0.0,0.0,0.0
570947,Unspecified,0.0,0.0,0.0
571062,Unspecified,0.0,0.0,0.0
571284,Unspecified,0.0,0.0,0.0
571326,Unspecified,0.0,0.0,0.0
572606,Varibel,0.0,0.0,0.0
574088,"Tomatsauce, Ost",440.0,462.0,440.0
574255,Croissant,400.0,420.0,400.0
574272,Romkugle,360.0,378.0,360.0
574349,Teboller,420.0,441.0,420.0
574565,Sød Chili,140.0,147.0,140.0
574566,Peanut Sauce,290.0,304.5,290.0
574575,Prik Nam Pha (Stærk Chilli),110.0,115.5,110.0
574576,Grøntsager,520.0,546.0,520.0
574577,Nudler,330.0,346.5,330.0
574578,Kylling,320.0,336.0,320.0
574757,Ekstra æg,112.0,117.60000000000001,112.0
575554,Kaffepose diverse,0.0,0.0,0.0
576090,Brygudstyr diverse,0.0,0.0,0.0
578738,Koriander/Mynte Chutney,495.0,519.75,495.0
579013,Ayran,410.0,430.5,410.0
582085,Unspecified,0.0,0.0,0.0
582680,Unspecified,0.0,0.0,0.0
582966,Unspecified,0.0,0.0,0.0
583466,Unspecified,0.0,0.0,0.0
583996,Unspecified,0.0,0.0,0.0
586358,Test,317.0,332.85,317.0
586581,Unspecified,0.0,0.0,0.0
587281,Unspecified,0.0,0.0,0.0
587472,Unspecified,0.0,0.0,0.0
587524,Unspecified,0.0,0.0,0.0
587792,Unspecified,0.0,0.0,0.0
587853,Unspecified,0.0,0.0,0.0
587912,Unspecified,0.0,0.0,0.0
588273,Unspecified,0.0,0.0,0.0
590365,Unspecified,0.0,0.0,0.0
590512,Kødstrimler,507.0,532.35,507.0
590652,Salatmayonnaise,230.0,241.5,230.0
590654,Chilisauce,140.0,147.0,140.0
591056,Unspecified,0.0,0.0,0.0
591235,Unspecified,0.0,0.0,0.0
591251,Unspecified,0.0,0.0,0.0
592038,Unspecified,0.0,0.0,0.0
592180,Unspecified,0.0,0.0,0.0
592213,Te diverse,0.0,0.0,0.0
592222,Barista kursus,0.0,0.0,0.0
592223,Arrangement,0.0,0.0,0.0
592226,Kage diverse,0.0,0.0,0.0
592339,Unspecified,0.0,0.0,0.0
592391,Unspecified,0.0,0.0,0.0
595711,Småkager,0.0,0.0,0.0
595712,Diverse lækkeri,0.0,0.0,0.0
595716,Diverse Rice,0.0,0.0,0.0
596441,Kaffedrikke div,0.0,0.0,0.0
596479,Diverse tilbehør,0.0,0.0,0.0
597519,Dressing,115.0,120.75,115.0
598716,Børne Ekstra Tilbehør,0.0,0.0,0.0
598717,Alm Ekstra Tilbehør,0.0,0.0,0.0
598718,Large Ekstra Tilbehør,0.0,0.0,0.0
598763,Unspecified,0.0,0.0,0.0
598953,Unspecified,0.0,0.0,0.0
599372,Unspecified,0.0,0.0,0.0
599731,Unspecified,0.0,0.0,0.0
600406,Unspecified,0.0,0.0,0.0
603380,Tattoo,0.0,0.0,0.0
603381,Tattoo (Uden Moms),0.0,0.0,0.0
603382,Piercing,0.0,0.0,0.0
603383,Deposit,0.0,0.0,0.0
603384,Jewelry (Smykker),0.0,0.0,0.0
603385,Gift Card,0.0,0.0,0.0
603561,Pommes-Frites (Lille),450.0,472.5,450.0
603574,1/2 Liter Sodavand,450.0,472.5,450.0
603607,Chicken Nuggets 5 stk,510.0,535.5,510.0
603812,Ribben,495.0,519.75,495.0
603814,Fiskefilet,351.0,368.55,351.0
604047,Dressing & dip,380.0,399.0,380.0
604048,Toppings,228.0,239.40000000000003,228.0
604111,Ekstra shot Espresso,500.0,525.0,500.0
604375,Te/Kaffe,480.0,504.0,480.0
607010,ØL kort,325.0,341.25,325.0
611890,Pose,220.0,231.0,220.0
612033,Remoulade,240.0,252.0,240.0
612034,Ketchup,220.0,231.0,220.0
612361,Chili Bærger,300.0,315.0,300.0
615112,Husets Rødvin,0.0,0.0,0.0
615139,Akvavit,352.0,369.6,352.0
615209,Extras,465.0,488.25,465.0
615318,Lovpligtig Poseafgift,125.0,131.25,125.0
615377,Arabisk Kaffe,377.0,395.85,377.0
615378,Arabisk The,435.0,456.75000000000006,435.0
615521,Chinabox Kød,115.0,120.75,115.0
615530,Øl,400.0,420.0,400.0
615562,Chips,360.0,378.0,360.0
615882,Unspecified,0.0,0.0,0.0
616852,Drinks,0.0,0.0,0.0
616853,Diverse,0.0,0.0,0.0
617958,Unspecified,0.0,0.0,0.0
618293,Unspecified,0.0,0.0,0.0
618565,Unspecified,0.0,0.0,0.0
618606,Unspecified,0.0,0.0,0.0
618681,Unspecified,0.0,0.0,0.0
618763,Slik,0.0,0.0,0.0
618898,Unspecified,0.0,0.0,0.0
619252,Chai,495.0,519.75,495.0
619293,Unspecified,0.0,0.0,0.0
619533,1 Ret,0.0,0.0,0.0
619534,2 Retter,0.0,0.0,0.0
619535,3 Retter,0.0,0.0,0.0
619539,Dips,180.0,189.0,180.0
619546,Pose,405.0,425.25,405.0
619572,Arrangement,0.0,0.0,0.0
619573,Hel Menu,0.0,0.0,0.0
619576,Hovedret,0.0,0.0,0.0
619577,Dessert,0.0,0.0,0.0
619591,Special øl,0.0,0.0,0.0
619596,Isvand,390.0,409.5,390.0
619603,Drikkevare,0.0,0.0,0.0
619606,Rødvin,0.0,0.0,0.0
619607,Dessertvin,0.0,0.0,0.0
619608,Snaps,432.0,453.6,432.0
621957,Farve,0.0,0.0,0.0
621959,Diverse,0.0,0.0,0.0
621960,Salg,0.0,0.0,0.0
622263,Brød og smør,165.0,173.25,165.0
622267,Tapas fad,0.0,0.0,0.0
622534,Bland selv slik,0.0,0.0,0.0
622597,Unspecified,0.0,0.0,0.0
622978,Rafle Øl,0.0,0.0,0.0
622979,Rafle Øl Vin,0.0,0.0,0.0
622980,Rafle Vand,0.0,0.0,0.0
622981,Personale Vand,0.0,0.0,0.0
622982,ØL,0.0,0.0,0.0
622983,Vand,0.0,0.0,0.0
622991,Southern Comfort,450.0,472.5,450.0
623000,Malibu,506.0,531.3000000000001,506.0
623014,Cuba Caramel,374.0,392.70000000000005,374.0
623027,Cola,396.0,415.8,396.0
623033,Raspberry,264.0,277.20000000000005,264.0
623058,1 Krus Kaffe,110.0,115.5,110.0
623062,Lightere,400.0,420.0,400.0
623781,Lille øl,392.0,411.6,392.0
623782,Mellem øl,396.0,415.80000000000007,396.0
624032,HJEMMELAVET WANTON,140.0,147.0,140.0
624048,KYLLINGESPYD,240.0,252.0,240.0
624516,TEST,87.0,91.35000000000001,87.0
624764,Unspecified,0.0,0.0,0.0
626415,32x32,205.0,215.25,205.0
626578,+bacon,160.0,168.0,160.0
629061,Pellegrino,300.0,315.0,300.0
629062,Bornholms mosteri,500.0,525.0,500.0
629068,Gavekort,0.0,0.0,0.0
629071,Hansens is,0.0,0.0,0.0
629172,Gratis isvand,0.0,0.0,0.0
629376,Æg/Tomat,238.0,249.90000000000003,238.0
629379,Leverpostej Surt og Bacon,408.0,428.40000000000003,408.0
629380,Hjemmelavet Skinkesalat,459.0,481.95000000000005,459.0
629381,Flæskesteg med Surt,459.0,481.95000000000005,459.0
629382,Spegepølse Ristet Løg,204.0,214.20000000000002,204.0
629388,Skinke med Italiensk Salat og Løg,238.0,249.90000000000003,238.0
629405,2 Diverse,0.0,0.0,0.0
630037,Gavekort,0.0,0.0,0.0
633196,Wienerbrød,306.0,321.3,306.0
633202,Diverse Slik Forskellige Priser,0.0,0.0,0.0
635405,POSE,0.0,0.0,0.0
638970,Ekstra karry sovs,390.0,409.5,390.0
638971,Ekstra sur-sød sovs,410.0,430.5,410.0
638984,Ekstra karry sovs,280.0,294.0,280.0
638985,Ekstra sur-sød sovs,460.0,483.0,460.0
639176,Kinesisk Blomstervin,440.0,462.0,440.0
639332,Diverse Slik Forskellige Prise,72.0,75.60000000000001,72.0
640969,Skysauce,490.0,514.5,490.0
641148,Diverse alkohol drikke,0.0,0.0,0.0
641189,Diverse hvide vine,0.0,0.0,0.0
641233,Diverse rødvine,0.0,0.0,0.0
641235,Diverse rose vine,0.0,0.0,0.0
641552,Ekstra Dip,310.0,325.5,310.0
642415,Pommes frites,440.0,462.0,440.0
643265,Isvand Per Person,225.0,236.25,225.0
643698,Ekstra dressing,430.0,451.5,430.0
645802,Ayran,510.0,535.5,510.0
646438,Foretter selskab,0.0,0.0,0.0
646446,Hovedretter selskab,0.0,0.0,0.0
646468,Variable vare,0.0,0.0,0.0
648873,Pølsebrød,185.0,194.25,185.0
648884,The,170.0,178.5,170.0
648987,Diverse,0.0,0.0,0.0
648988,Mad,0.0,0.0,0.0
648989,Drikkevarer,0.0,0.0,0.0
648990,Slik/Is,0.0,0.0,0.0
650383,3. Extras,140.0,147.0,140.0
650392,4. Extras,208.0,218.4,208.0
652812,Emballage,110.0,115.5,110.0
653574,Dåse,345.0,362.25,345.0
653761,Flaske,400.0,420.0,400.0
655627,Deepan,300.0,315.0,300.0
656947,Unspecified,0.0,0.0,0.0
657332,Ostkant/deep-pan,350.0,367.5,350.0
657450,Isvand,480.0,504.0,480.0
657956,chip,210.0,220.5,210.0
658084,Tilbud,0.0,0.0,0.0
658354,Mad ud af huset,0.0,0.0,0.0
658553,Ekstra,0.0,0.0,0.0
658614,Diverse,0.0,0.0,0.0
658846,gaffel,134.0,140.70000000000002,134.0
659152,Udbringning,0.0,0.0,0.0
659174,Unspecified,0.0,0.0,0.0
662090,F2 Miso Suppe,385.0,404.25,385.0
662095,F7 Mini forårsruller,455.0,477.75,455.0
662100,F12 Chicken Nugget 6 stk,420.0,441.0,420.0
662113,S6. Kyllingekødboller,275.0,288.75,275.0
662178,Laks med Hvidløg (1 stk),360.0,378.00000000000006,360.0
662179,Laks med Avocado (1 stk),342.0,359.1,342.0
662182,Tofu (1 stk),320.0,336.0,320.0
662187,Avocado (1 stk),352.0,369.6,352.0
662229,Cola Zero S,348.0,365.40000000000003,348.0
662234,Kildevand,425.0,446.25,425.0
662260,Goma Dressing,165.0,173.25,165.0
665831,Skinke/pepperoni/ost/,165.0,173.25,165.0
666348,Pose,128.0,134.4,128.0
666393,Papirspose lille,255.0,267.75000000000006,255.0
666395,Papirspose stor,272.0,285.6,272.0
666614,Diverse drikkevarer,368.0,386.40000000000003,368.0
666636,Gaffel,519.0,544.95,519.0
667319,Vand,270.0,283.5,270.0
667322,Cocio,450.0,472.5,450.0
667475,Unspecified,0.0,0.0,0.0
667549,Unspecified,0.0,0.0,0.0
667723,Øl købt med ølkort,0.0,0.0,0.0
667762,Unspecified,0.0,0.0,0.0
667782,Unspecified,0.0,0.0,0.0
667930,Unspecified,0.0,0.0,0.0
668101,Unspecified,0.0,0.0,0.0
671045,Kød,130.0,136.5,130.0
672004,Diverse,0.0,0.0,0.0
672568,Tilkøbe ris,0.0,0.0,0.0
672708,Unspecified,0.0,0.0,0.0
673012,"0,33 l. Sodavand",420.0,441.0,420.0
673995,Unspecified,0.0,0.0,0.0
676013,Poser,380.0,399.0,380.0
676789,Ice tea,273.0,286.65000000000003,273.0
676801,Cocio,368.0,386.40000000000003,368.0
676975,1/4 sodavand,154.0,161.70000000000002,154.0
678652,Choko/Banan,495.0,519.75,495.0
682597,F21 skinkeschnitzel,0.0,0.0,0.0
682623,Unspecified,0.0,0.0,0.0
682870,Unspecified,0.0,0.0,0.0
684447,Unspecified,0.0,0.0,0.0
684464,Salatbar / varmbuffet,0.0,0.0,0.0
684901,Kylling Stick (1 stk),375.0,393.75,375.0
684902,Tigerreje Stick (1 stk),275.0,288.75,275.0
684906,Nigiri Grillet Laks (1 stk),494.0,518.7,494.0
684964,Ingefær (Sushi Tilbehør),130.0,136.5,130.0
684965,Soya (Sushi Tilbehør),160.0,168.0,160.0
684967,Chillimayo (Sauce Tilbehør),330.0,346.5,330.0
684973,Soda Ramune (Japansk Sodavand),500.0,525.0,500.0
685781,Tzatziki,150.0,157.5,150.0
686257,Unspecified,0.0,0.0,0.0
686463,Kage / croissant,405.0,425.25,405.0
686582,Juicebrik,110.0,115.5,110.0
686601,Vand m/u brus,405.0,425.25,405.0
686609,Dåsesodavand 33cl,360.0,378.0,360.0
686617,Øl,270.0,283.50000000000006,270.0
686744,Juice,455.0,477.75,455.0
686747,Kaffe,385.0,404.25,385.0
686749,Irish Coffee,495.0,519.75,495.0
687311,Unspecified,0.0,0.0,0.0
687586,Omskiftning af varer,0.0,0.0,0.0
688015,Ekstra Tilbehør,220.0,231.0,220.0
693511,Spisepinde (10),110.0,115.5,110.0
693512,Spisepinde (15),255.0,267.75,255.0
693522,Kaffe/Te Filter (22),440.0,462.0,440.0
693536,Rispapirlampe (25),275.0,288.75,275.0
693537,Rispapirlampe (30),450.0,472.5,450.0
693545,Nudler & Ris (8),168.0,176.4,168.0
693546,Nudler & Ris (10),510.0,535.5,510.0
693569,Nødder (15),240.0,252.0,240.0
693572,Nødder (19),323.0,339.15,323.0
693574,Nødder (25),450.0,472.5,450.0
694016,Kapri Pris,0.0,0.0,0.0
694271,Byg-selv Sandwich,0.0,0.0,0.0
694276,Byg-Selv Bagel,0.0,0.0,0.0
694287,"0,33 L Fanta Orange",345.0,362.25,345.0
694288,"0,33 L Pepsi Max",165.0,173.25,165.0
694776,Unspecified,0.0,0.0,0.0
695056,Ristet Pølse,380.0,399.0,380.0
695435,Pose,80.0,84.0,80.0
695486,Mælk,420.0,441.0,420.0
697464,5. Extras,440.0,462.0,440.0
697995,Salatmayonnaise,182.0,191.10000000000002,182.0
698702,Unspecified,0.0,0.0,0.0
702527,Unspecified,0.0,0.0,0.0
703344,Extra,92.0,96.60000000000001,92.0
704221,Brød,168.0,176.40000000000003,168.0
716626,Dagens Bitter,144.0,151.20000000000002,144.0
716641,Black Coffee (Hel Dag),440.0,462.0,440.0
716644,Danskevand (Hel Dag),300.0,315.0,300.0
716831,1/2 Liter,275.0,288.75,275.0
716847,Salg af Fodpleje Produkter,0.0,0.0,0.0
716849,"Ret , Farve Vip og Bryn",0.0,0.0,0.0
716850,"Salg af Make up, Creme og Neglelak",0.0,0.0,0.0
716851,Gavekort,0.0,0.0,0.0
716852,Landbrugs Lotteri,0.0,0.0,0.0
716853,Renseri,0.0,0.0,0.0
716854,Reisenthel,0.0,0.0,0.0
716855,Festival Sokker og Strømpebukser,0.0,0.0,0.0
716856,Baby Ting,0.0,0.0,0.0
716857,Tim & Simonsen,0.0,0.0,0.0
716858,Relax Shoe,0.0,0.0,0.0
716859,Garn & Sy Tilberhør,0.0,0.0,0.0
716860,Zhenzi Tøj,0.0,0.0,0.0
716861,Zoey Tøj,0.0,0.0,0.0
716862,Wasabi Tøj,0.0,0.0,0.0
716931,Ligther,115.0,120.75,115.0
716932,Øl kort,0.0,0.0,0.0
716934,Blomster,0.0,0.0,0.0
716935,Brugskunst,0.0,0.0,0.0
716936,Vin,0.0,0.0,0.0
716937,Chokolade,0.0,0.0,0.0
717759,Rejer (1 stk),220.0,231.0,220.0
717760,Tun (1 stk),264.0,277.20000000000005,264.0
717771,Tofu (1 stk),440.0,462.0,440.0
718563,Kimchee,336.0,352.8,336.0
718597,Teriyaki Sauce,180.0,189.0,180.0
718620,Spicy Sauce,220.0,231.0,220.0
719891,Brikjuice,156.0,163.8,156.0
719931,Genopfyld Saft,360.0,378.0,360.0
728441,EKSTRA TILBEHØR,0.0,0.0,0.0
731131,Løgringe,57.0,59.85000000000001,57.0
731158,Stegte bananer,55.0,57.75,55.0
733337,forårsruller,385.0,404.25,385.0
734266,laks 2,396.0,415.80000000000007,396.0
739362,Onion Rings (8 stk),330.0,346.5,330.0
739368,Fransk Hotdog,429.0,450.45,429.0
739371,Remoulade,343.0,360.15000000000003,343.0
739372,Ketchup,266.0,279.3,266.0
739373,Chili Mayonnaise,161.0,169.05,161.0
739376,Chili,504.0,529.2,504.0
739377,Hummus,238.0,249.9,238.0
739378,Creme Fraiche Dressing,231.0,242.55,231.0
739387,"Fanta Orange 0,33 l",480.0,504.0,480.0
739388,"Fanta Exotic 0,33 l",300.0,315.0,300.0
739393,"Calypso 0,473 l",455.0,477.75,455.0
739574,Smør (Pr. Pers),248.0,260.40000000000003,248.0
740025,Chili Mayo,180.0,189.0,180.0
740035,Cola Zero,490.0,514.5,490.0
740049,Jasmin Te Per.pers.,420.0,441.0,420.0
751051,Ayran,195.0,204.75,195.0
751055,Capri sun,110.0,115.5,110.0
751370,Stor forårsrulle (1.stk),360.0,378.00000000000006,360.0
751978,Ekstra shot,140.0,147.0,140.0
754072,Ekstra nutella,390.0,409.5,390.0
754109,Ekstra syltetøj,430.0,451.5,430.0
754115,Ekstra karamel,200.0,210.0,200.0
754154,Ekstra sukker,0.0,0.0,0.0
754225,Sodavand betalt med ølkort,0.0,0.0,0.0
754229,Ekstra kanelsukker,0.0,0.0,0.0
754268,Ekstra sirup,0.0,0.0,0.0
754347,Unspecified,0.0,0.0,0.0
754501,TO- GO POSE,0.0,0.0,0.0
754509,TO-GO BOX,0.0,0.0,0.0
754521,TO-GO POSE,0.0,0.0,0.0
754529,TO-GO BOX,0.0,0.0,0.0
754550,TO-GO KOP,0.0,0.0,0.0
754935,Unspecified,0.0,0.0,0.0
756127,Unspecified,0.0,0.0,0.0
756463,6. Extras,330.0,346.5,330.0
757610,Unspecified,0.0,0.0,0.0
758703,Redbull,480.0,504.0,480.0
758716,Kakao,470.0,493.5,470.0
767769,Unspecified,0.0,0.0,0.0
767885,Børn,85.0,89.25,85.0
767904,"Alm, Deep Pan, UFO",65.0,68.25,65.0
767918,"Fam, XXL",60.0,63.0,60.0
769661,Fanta 33cl,260.0,273.0,260.0
769706,Gazoz,450.0,472.5,450.0
769771,Carlsberg porter,289.0,303.45000000000005,289.0
769826,Tuborg dåse 50cl,187.0,196.35000000000002,187.0
769862,Carlsberg hof,180.0,189.0,180.0
769884,Breezer 27.5 ml,240.0,252.0,240.0
770004,Underberg 2ml,416.0,436.8,416.0
770102,Sukker 1kg,360.0,378.00000000000006,360.0
770134,Slikposer div,286.0,300.3,286.0
770207,Filter tips smokers choice,414.0,434.70000000000005,414.0
770235,Unspecified,0.0,0.0,0.0
771090,Spiritus,0.0,0.0,0.0
771208,Vand,220.0,231.0,220.0
771218,Øl alle Typer,480.0,504.0,480.0
771378,Shots,300.0,315.0,300.0
771584,Kontant,145.0,152.25,145.0
772837,Ost,180.0,189.0,180.0
776268,Kahlua,240.0,252.0,240.0
776369,Safari,440.0,462.0,440.0
776381,Malibu,340.0,357.0,340.0
776396,Cuba caramel,360.0,378.0,360.0
776456,Southern comfort,440.0,462.0,440.0
776519,Galiano,425.0,446.25,425.0
776532,Pisang ambon,320.0,336.0,320.0
781091,1.Diverse Mad,0.0,0.0,0.0
781092,2. Diverese Drikke,0.0,0.0,0.0
781123,Tilkøb (5),260.0,273.0,260.0
781124,Tilkøb (10),350.0,367.5,350.0
784453,Ekstra ost,168.0,176.4,168.0
788382,Farve variabel pris,0.0,0.0,0.0
789218,Unspecified,0.0,0.0,0.0
790321,Unspecified,0.0,0.0,0.0
796416,Spilmaskiner husk skriv på blok i spillekassen,0.0,0.0,0.0
796635,Baileys 2cl,260.0,273.0,260.0
799985,Alm,0.0,0.0,0.0
802402,Humus,392.0,411.6,392.0
802427,Ketchupchili,90.0,94.5,90.0
804312,Fest arg,0.0,0.0,0.0
804728,Unspecified,0.0,0.0,0.0
805808,Unspecified,0.0,0.0,0.0
806130,1 varmepose,218.0,228.9,218.0
807670,Diverse pose,452.0,474.6,452.0
809029,Creme Fraiche,300.0,315.0,300.0
809030,Hjemmelavet Dressing,280.0,294.0,280.0
809031,Hvidløgsolie,360.0,378.0,360.0
809636,Nyt Vinyl,0.0,0.0,0.0
809650,Brugt Vinyl,0.0,0.0,0.0
809663,Merch,0.0,0.0,0.0
809672,Gram Mm,0.0,0.0,0.0
809677,Bøger,0.0,0.0,0.0
809702,Øl,0.0,0.0,0.0
809731,Vand/Sodavand,0.0,0.0,0.0
809736,Drikkelse,0.0,0.0,0.0
810057,Unspecified,0.0,0.0,0.0
810893,Æg til Burger,495.0,519.75,495.0
810917,Varm kakao,345.0,362.25,345.0
810918,Ekstra Shot,465.0,488.25,465.0
810921,Skumfiduser/Flødeskum,285.0,299.25,285.0
