id,place_id,created,title,type,created_datetime
2004050,767680,1708862250,Sodavand,Normal,2024-02-25T13:57:30
2004334,767680,1708862711,Møn vand/saft,Normal,2024-02-25T14:05:11
2004553,767680,1708863154,Diverse Softdrink,Normal,2024-02-25T14:12:34
2004872,767680,1708863754,Vin,Normal,2024-02-25T14:22:34
2005054,767680,1708864079,Spiritus,Normal,2024-02-25T14:27:59
2005268,767680,1708864489,Kaffe,Normal,2024-02-25T14:34:49
2005481,767680,1708864875,Smørrebrød,Normal,2024-02-25T14:41:15
2005640,767680,1708865131,Varm Mad,Normal,2024-02-25T14:45:31
2005694,767680,1708865193,Kage,Normal,2024-02-25T14:46:33
2017665,511400,1708884610,Drikkepenge,Normal,2024-02-25T20:10:10
