item_id,item_name,profit,profit_share
632889,Tequila Sunrise,0.0,0.0
632890,White Russian,0.0,0.0
632891,Shots,0.0,0.0
632892,Whiskey,0.0,0.0
632893,10 x Shots fisk (30%),0.0,0.0
632894,Nødder,0.0,0.0
632895,Chips med Dip,0.0,0.0
632896,Nachos med Ost og Dip,0.0,0.0
632897,Toast Skinke og Ost,0.0,0.0
632898,Toast med Tuna,0.0,0.0
632899,Cappucino,0.0,0.0
632900,Latte,0.0,0.0
632901,Americanpo,0.0,0.0
632902,Macciato,0.0,0.0
632903,The,0.0,0.0
632906,Hot Chocolate,0.0,0.0
632909,Flat White,0.0,0.0
632953,Grøn Tuborg,0.0,0.0
632966,Classic,0.0,0.0
632979,1664 Blanc,0.0,0.0
632988,IPA,0.0,0.0
633191,Gulerodssandwich,34.0,4.950649530385991e-08
633192,Sutsko,72.0,1.0483728417287981e-07
633193,Domino,76.0,1.106615777380398e-07
633194,Madzi,200.0,2.9121467825799946e-07
633195,Grove Flúte,88.0,1.2813445843351977e-07
633197,Træstamme,0.0,0.0
633198,Alm Kage,15.0,2.184110086934996e-08
633199,Salat,0.0,0.0
633200,Salat med Kød,0.0,0.0
633201,Rundstykke,0.0,0.0
633203,33 cl,48.0,6.989152278191987e-08
633205,50 cl,216.0,3.145118525186394e-07
633208,Kildevand 50 cl,42.0,6.115508243417989e-08
633209,Kildevand 80 cl,0.0,0.0
633210,Caprisonne Små,16.0,2.3297174260639958e-08
633211,Caprisonne Store,48.0,6.989152278191987e-08
633212,Mathilde Cacao,0.0,0.0
633213,Cocio,0.0,0.0
633214,Drikke Yogurt,0.0,0.0
633215,Yogurt,0.0,0.0
633216,Protein Cacao,0.0,0.0
633217,Vitamindrik,0.0,0.0
633218,Aloeadrik,0.0,0.0
633219,Monster,0.0,0.0
633220,Booster,0.0,0.0
633221,Gazoz,0.0,0.0
633222,Redbull,42.0,6.115508243417989e-08
633223,Frugt,5.0,7.280366956449986e-09
633224,Kaffe,45.0,6.552330260804987e-08
633225,The,0.0,0.0
633226,Cacao,0.0,0.0
633228,Flødeskum,12.0,1.7472880695479968e-08
633229,Pizza,0.0,0.0
633230,Foccasia,72.0,1.0483728417287981e-07
633231,Calzone,0.0,0.0
633232,Bagel med Fyld,272.0,3.960519624308793e-07
633233,Rugbrødssandwich,0.0,0.0
633234,Corny Bar,0.0,0.0
633348,Unspecified,0.0,0.0
637053,Glas cola,0.0,0.0
638266,Ellen,292.0,4.2517343025667924e-07
638271,Sebastian,272.0,3.960519624308793e-07
638281,Kapri,150.0,2.184110086934996e-07
638282,Emma,280.0,4.0770054956119925e-07
638283,Patrick,150.0,2.184110086934996e-07
638284,B. Lise,75.0,1.092055043467498e-07
638285,Bente,450.0,6.552330260804988e-07
638289,Martin,450.0,6.552330260804988e-07
638291,Younes,450.0,6.552330260804988e-07
638296,Julie,240.0,3.494576139095994e-07
638316,Vegetar Mix,375.0,5.46027521733749e-07
638331,Klassisk Burger,432.0,6.290237050372788e-07
638341,Vegansk Burger,180.0,2.620932104321995e-07
638342,Frikadelle Burger,280.0,4.0770054956119925e-07
638377,Rødlaks Salat (450g),490.0,7.134759617320987e-07
638474,Overnatning i gruberne normal,0.0,0.0
638475,Overnatning i gruberne for gruppe,200.0,2.9121467825799946e-07
638481,"Overnatning i shelter (30 pr person, min 90 kr)",0.0,0.0
638482,Sengelinned,0.0,0.0
638483,Brænde pr spandfuld,0.0,0.0
638484,Ekstra overnattende i gruberne person,0.0,0.0
638486,Fasanfjer m.m,0.0,0.0
638492,Hestesko,0.0,0.0
638494,Oplukker 1 stk,0.0,0.0
638495,Oplukker 2 stk,0.0,0.0
638773,Spaghetti,462.0,6.727059067759788e-07
638774,Lasagne,324.0,4.7176777877795914e-07
638792,Postkort,0.0,0.0
638868,Postkort 5 stk,0.0,0.0
638875,Calamari,520.0,7.571581634707986e-07
638882,Skinkesalat,504.0,7.338609892101586e-07
638884,Naturel Salat,357.0,5.19818200690529e-07
638903,Fiske Burger,448.0,6.523208792979188e-07
638955,Alm,36.0,5.2418642086439904e-08
638958,Deep Pan,0.0,0.0
638960,Fam,9.0,1.3104660521609976e-08
638973,Pose - lille,12.0,1.7472880695479968e-08
638974,Pose - stor,5.0,7.280366956449986e-09
638977,Pose - lille,18.0,2.6209321043219952e-08
638982,Pose - stor,50.0,7.280366956449987e-08
639106,Stegt fiskefilet i karrysovs og grønsager,280.0,4.0770054956119925e-07
639129,Big Burger,315.0,4.5866311825634916e-07
639132,Rød Pølse,50.0,7.280366956449987e-08
639133,Ristet Pølse.,25.0,3.640183478224993e-08
639136,Stegt Ananas,270.0,3.931398156482993e-07
639138,Irish Coffee,250.0,3.640183478224993e-07
639139,Banana Split,405.0,5.897097234724489e-07
639140,Locke's Irish Whiskey,0.0,0.0
639141,Cognac Camus VS de Luxe,0.0,0.0
639148,Kylling med Bambusskud og Grønsager,120.0,1.747288069547997e-07
639151,Dybstegte Rejer i Sur-Sød Sovs,140.0,2.0385027478059963e-07
639152,Oksekød med Bambusskud og Grøntsager,140.0,2.0385027478059963e-07
639155,Dybstegte Rejer i Sur-Sød Sovs,0.0,0.0
639156,Kylling i Karry,0.0,0.0
639160,Stegte Store Kina-Rejer med Sur-Sød Sovs,360.0,5.24186420864399e-07
639165,Kaffe pr. kop,140.0,2.0385027478059963e-07
639167,1 Kande Kaffe,90.0,1.3104660521609975e-07
639174,"Piesporter Michelsberg, Q.b.A., Riesling",336.0,4.892406594734391e-07
639177,Sake Shirayuki,400.0,5.824293565159989e-07
639178,Kinesisk Risbrændevin,0.0,0.0
639227,2 stk. Fiskefileter (45),225.0,3.276165130402494e-07
639325,Madzi,80.0,1.1648587130319978e-07
639326,Grove Flúte,0.0,0.0
639327,Wienerbrød,0.0,0.0
639328,Kage,0.0,0.0
639329,Salat,0.0,0.0
639330,Salat med Kød,0.0,0.0
639331,Rundstykke,0.0,0.0
639333,33 cl.,0.0,0.0
639334,50 cl,0.0,0.0
639335,Kildevand 50 cl,0.0,0.0
639336,Kildevand 80 cl,0.0,0.0
639337,Caprisonne Små,0.0,0.0
639338,Caprisonne Store,0.0,0.0
639339,Mathilde Cacao,0.0,0.0
639340,Cocio,0.0,0.0
639341,Drikke Yogurt,0.0,0.0
639342,Yogurt,0.0,0.0
639343,Protein Cacao,0.0,0.0
639344,Vitamindrik,0.0,0.0
639345,Aloeadrik,0.0,0.0
639346,Monster,0.0,0.0
639347,Buster,0.0,0.0
639348,Gazoz,0.0,0.0
639349,Redbull,0.0,0.0
639350,Frugt,0.0,0.0
639351,Kaffe,0.0,0.0
639352,The,0.0,0.0
639353,Cacao,0.0,0.0
639354,Flødeskum,0.0,0.0
639355,Kyllingeburger,36.0,5.2418642086439904e-08
639356,Pizza,0.0,0.0
639357,Foccasia,0.0,0.0
639358,Calzone,0.0,0.0
639359,Chili Toast,0.0,0.0
639360,Rugbrødssandwich,0.0,0.0
639361,Corny Bar,0.0,0.0
639362,Dagens Ret,0.0,0.0
640573,Ostemad på franskbrød,320.0,4.659434852127991e-07
640875,Vegetar ret majs boller serveret med grønsager og tomat sauce og pommes frites,157.0,2.2860352243252958e-07
640970,Pebersauce,105.0,1.5288770608544972e-07
640976,Ris,0.0,0.0
640993,Oste anretning med kiks,455.0,6.625133930369488e-07
641121,Glas mælk,120.0,1.747288069547997e-07
641126,1/2 flaske akvavit,0.0,0.0
641480,Hvidløgsbrød,200.0,2.9121467825799946e-07
641482,Kylling Salat,445.0,6.479526591240488e-07
641483,Tiger Rejer Salat,89.0,1.2959053182480977e-07
641484,Koldrøget Laks Salat,89.0,1.2959053182480977e-07
641485,Varmt Røget Laks Salat,356.0,5.183621272992391e-07
641486,Tun Salat,89.0,1.2959053182480977e-07
641489,Tiger Rejer Sandwich,396.0,5.766050629508389e-07
641490,Koldrøget Laks Sandwich,495.0,7.207563286885487e-07
641491,Varmt Røget Laks Sandwich,495.0,7.207563286885487e-07
641494,Tiger Rejer Pandekage,99.0,1.4415126573770973e-07
641495,Koldrøget Laks Pandekage,396.0,5.766050629508389e-07
641497,Tun Pandekage,198.0,2.8830253147541945e-07
641526,Pommes,126.0,1.8346524730253966e-07
641527,Fiske Filet,138.0,2.0093812799801962e-07
641529,Børne Lasagna,414.0,6.028143839940589e-07
641530,Sort Kaffe,225.0,3.276165130402494e-07
641531,Latte,256.0,3.7275478817023933e-07
641532,Cappucino,128.0,1.8637739408511967e-07
641533,Chokolade,96.0,1.3978304556383974e-07
641534,Is Kaffe,0.0,0.0
641535,Espresso,20.0,2.9121467825799945e-08
641536,Te,20.0,2.9121467825799945e-08
641537,Chokolade Kage,351.0,5.11081760342789e-07
641538,Cheese Kage,156.0,2.2714744904123958e-07
641539,Pandekage,343.0,4.994331732124691e-07
641540,Vaffel,98.0,1.4269519234641975e-07
641551,Ekstra Burger Bøf,70.0,1.0192513739029981e-07
641553,Ekstra Sauce,40.0,5.824293565159989e-08
641554,Ekstra Oksefilet,65.0,9.464477043384982e-08
641555,Eksrta Kylling,0.0,0.0
641613,Vin-GLAS,80.0,1.1648587130319978e-07
641634,Vin-halv flaske,89.0,1.2959053182480977e-07
642133,Te,0.0,0.0
642248,Kaffe,0.0,0.0
642255,Krydderier,0.0,0.0
642260,Soya sauce,0.0,0.0
642272,Kina,0.0,0.0
642419,Ekstra bagt kartofel,60.0,8.736440347739985e-08
642422,Ekstra sovs,315.0,4.5866311825634916e-07
642454,Hvidløgsbrød,0.0,0.0
642463,Hvidløgsbrød,175.0,2.5481284347574953e-07
642932,Te,0.0,0.0
643223,Te,0.0,0.0
643256,Månedensmenu,0.0,0.0
643583,Rejecocktail,225.0,3.276165130402494e-07
644017,Prince rød soft,0.0,0.0
644019,Prince rød,0.0,0.0
644048,Cigaretter,60.0,8.736440347739985e-08
645172,Sodavand 22,220.0,3.203361460837994e-07
645174,Sodavand 32kr,320.0,4.659434852127991e-07
645197,Chokolade 13kr,0.0,0.0
645207,Chokolade 14,14.0,2.038502747805996e-08
645208,Chokolade 20kr,60.0,8.736440347739985e-08
645211,Chokolade 25kr,50.0,7.280366956449987e-08
645214,Vodka,0.0,0.0
645215,Chokolade 35kr,70.0,1.0192513739029981e-07
645218,Chokolade 38 kr,0.0,0.0
645221,Chokolade 28 kr,56.0,8.154010991223985e-08
645222,Aalborg,0.0,0.0
645223,Chokolade 45 kr,45.0,6.552330260804987e-08
645224,Chokolade 12kr,12.0,1.7472880695479968e-08
645225,Brøndum,0.0,0.0
645226,Chokolade 15kr,150.0,2.184110086934996e-07
645227,Gammel Dansk,0.0,0.0
645228,Dr. Nielsen,450.0,6.552330260804988e-07
645231,Bailey,450.0,6.552330260804988e-07
645232,1 Enkelt,450.0,6.552330260804988e-07
645233,Kage  4kr,0.0,0.0
645234,Bacardi Razz,450.0,6.552330260804988e-07
645236,Kage 5kr,0.0,0.0
645240,Kage 7kr,0.0,0.0
645244,Kage 8kr,8.0,1.1648587130319979e-08
645246,Bushmills whisky,0.0,0.0
645247,Pisang Ambon,0.0,0.0
645248,Tequila Sierra Silver,0.0,0.0
645249,Pernod,500.0,7.280366956449986e-07
645251,Bombay Gin,500.0,7.280366956449986e-07
645253,Malibu,0.0,0.0
645256,Arnbitter,500.0,7.280366956449986e-07
645258,Slik 3kr,0.0,0.0
645259,Fernet Branca,0.0,0.0
645260,Slik 7kr,0.0,0.0
645263,Branca Mentha,0.0,0.0
645265,Slik 8kr,0.0,0.0
645270,Slik 10kr,0.0,0.0
645276,Sambuca,0.0,0.0
645279,Slik 12kr,0.0,0.0
645282,Slik 15kr,15.0,2.184110086934996e-08
645284,Slik 20kr,20.0,2.9121467825799945e-08
645286,Slik 25kr,25.0,3.640183478224993e-08
645288,Slik 18kr,36.0,5.2418642086439904e-08
645293,Chips 20kr,0.0,0.0
645294,Chips,0.0,0.0
645295,Chips,0.0,0.0
645296,Chips,0.0,0.0
645297,Chips,0.0,0.0
645298,Chips,0.0,0.0
645306,Mælk,0.0,0.0
645307,Yogurt,0.0,0.0
645311,Æg,0.0,0.0
645312,Salami 1,20.0,2.9121467825799945e-08
645313,Salami 2,0.0,0.0
645314,Sucuk 1,0.0,0.0
645315,Sucuk 2,0.0,0.0
645316,Unifood,0.0,0.0
645319,Unifood,0.0,0.0
645324,Unifood,0.0,0.0
645883,Rejer,0.0,0.0
645884,Tun,225.0,3.276165130402494e-07
645917,Kalkunschnitzel,297.0,4.324537972131292e-07
645919,Pollo Ritto,282.0,4.1061269634377926e-07
645922,Calamari,360.0,5.24186420864399e-07
645925,Lasagne Zola,360.0,5.24186420864399e-07
645929,Penne Pesce,450.0,6.552330260804988e-07
645935,Bagt Kartoffel med Tun & Citronskive,520.0,7.571581634707986e-07
645944,Skinke og Rødløg,120.0,1.747288069547997e-07
645945,Tun og Citronskive,300.0,4.368220173869992e-07
645946,Frisk Grønt Salat,60.0,8.736440347739985e-08
645948,Kebab,360.0,5.24186420864399e-07
645949,Shawarma,420.0,6.115508243417989e-07
645950,Græk Salat,300.0,4.368220173869992e-07
645951,Nachos med Oksekød,480.0,6.989152278191988e-07
645954,Pollo Ritto,256.0,3.7275478817023933e-07
646375,Pizza,140.0,2.0385027478059963e-07
646378,Pizza,140.0,2.0385027478059963e-07
646393,Pizza,210.0,3.0577541217089944e-07
646396,Pizza,140.0,2.0385027478059963e-07
646397,Pizza,160.0,2.3297174260639956e-07
646400,Pizza,240.0,3.494576139095994e-07
646402,Vaniljeis med chokolade sauce,354.0,5.154499805166591e-07
646405,Pizza,480.0,6.989152278191988e-07
646419,Pizza,160.0,2.3297174260639956e-07
646425,Pizza,0.0,0.0
646426,Pizza,80.0,1.1648587130319978e-07
646441,Pizza,0.0,0.0
646442,Pizza,0.0,0.0
646448,Desserter selskab,0.0,0.0
646453,Pizza,0.0,0.0
646463,Pizza,0.0,0.0
646483,Pita,100.0,1.4560733912899973e-07
646486,Pita kylling,0.0,0.0
646504,Durum,0.0,0.0
646517,Burger,0.0,0.0
646520,cheese Burger,0.0,0.0
646525,Kylling Bruger,45.0,6.552330260804987e-08
646531,Bruger Menu,0.0,0.0
646540,Lille pommes,0.0,0.0
646543,Stor pommes,0.0,0.0
646553,½ Grill kylling,0.0,0.0
646560,Kebabmix,0.0,0.0
646566,Kyllingmix,0.0,0.0
646572,Hotwings,0.0,0.0
646577,Fiskefilet,0.0,0.0
646583,Rødvine,0.0,0.0
646588,Hvid vine,0.0,0.0
646596,Lille salat,0.0,0.0
646600,Stor salat,0.0,0.0
647630,Hj. Pitabroed m. Kylling,0.0,0.0
647632,Hj. Pitabroed m. Graesk boef,0.0,0.0
647697,Regning,0.0,0.0
648185,Rabat kort,0.0,0.0
648194,Cigaretter,0.0,0.0
648197,Cigaretter,67.0,9.755691721642982e-08
648199,Cigaretter,62.0,9.027655025997984e-08
648205,Cigaretter,0.0,0.0
648207,Cigaretter,57.0,8.299618330352985e-08
648208,Brød,15.0,2.184110086934996e-08
648209,Te,0.0,0.0
648210,Te,0.0,0.0
648211,Te,0.0,0.0
648212,Te,0.0,0.0
648213,Cafe,0.0,0.0
648214,Ris,0.0,0.0
648215,Ris,0.0,0.0
648216,Ris,0.0,0.0
648217,Ris,0.0,0.0
648218,Ris,0.0,0.0
648224,Grønsager,0.0,0.0
648225,Grønsager,0.0,0.0
648228,Grønsager,0.0,0.0
648230,Grønsager,0.0,0.0
648237,Grønsager,0.0,0.0
648271,Spicy Tun Sandwich,245.0,3.5673798086604935e-07
648272,Kylling Sandwich,196.0,2.853903846928395e-07
648273,Æg & Rejer Sandwich,49.0,7.134759617320987e-08
648274,Æg & Sucuk Sandwich,0.0,0.0
648275,Roastbeef Sandwich,0.0,0.0
648276,Røget Laks Sandwich,98.0,1.4269519234641975e-07
648277,Byg-selv Sandwich,0.0,0.0
648279,Falafel Sandwich,0.0,0.0
648280,Flankesteak Sandwich,58.0,8.445225669481985e-08
648282,Oksemørbrad Sandwich,204.0,2.970389718231595e-07
648283,Marineret Kylling Sandwich,58.0,8.445225669481985e-08
648285,Byg-selv bagel,0.0,0.0
648287,Byg-selv Salat,0.0,0.0
648289,"0,4 L Appelsinjuice",0.0,0.0
648293,"0,4 L Æblejuice",0.0,0.0
648296,Frisk Lemonade,0.0,0.0
648299,Jordbær/Banan Milkshake,0.0,0.0
648300,Jordbær Milkshake,45.0,6.552330260804987e-08
648301,Mango/Banan Milkshake,0.0,0.0
648302,Avocado/Banan Milkshake,0.0,0.0
648304,"0,33 L Coca-Cola",0.0,0.0
648305,"0,33 L Coca-Cola Zero",0.0,0.0
648307,"0,33 L Fanta Orange",15.0,2.184110086934996e-08
648308,"0,33 L Pepsi Max",15.0,2.184110086934996e-08
648309,"0,33 L Pepsi",0.0,0.0
648310,"0,5 L Kildevand",0.0,0.0
648311,"0,25 L Red Bull",0.0,0.0
648312,24. Iskaffe frappe,0.0,0.0
648313,23. Oreo/Snickers/KitKat Milkshake,0.0,0.0
648886,Slik/Chokolade,0.0,0.0
648887,Dagens Ret,0.0,0.0
648910,Vegansk Smørrebrød,0.0,0.0
648911,Franskbrød med Ost,225.0,3.276165130402494e-07
648912,Franskbrød med Pålæg,135.0,1.9656990782414964e-07
648958,Frikadeller med Rugbrød og Rødkål,225.0,3.276165130402494e-07
648964,Salat med Tun,350.0,5.096256869514991e-07
648965,Salat med Rejer,420.0,6.115508243417989e-07
648970,Juice,100.0,1.4560733912899973e-07
648979,6 kg Alu Caravan,408.0,5.94077943646319e-07
648982,17 kg,440.0,6.406722921675988e-07
648991,6 ØL (150),0.0,0.0
648992,5 ØL (125),0.0,0.0
648993,4 ØL (100),0.0,0.0
648994,3 ØL (75),0.0,0.0
648995,2 ØL (50),0.0,0.0
648996,ØL (25),0.0,0.0
648997,Special ØL,0.0,0.0
648998,Sprit (50),0.0,0.0
648999,Sprit (25),0.0,0.0
649000,Vand,0.0,0.0
649001,Irsk Kaffe - Enkelt,0.0,0.0
649002,Irsk Kaffe - Dobbelt,0.0,0.0
649003,Vin,0.0,0.0
649004,Ølkort,0.0,0.0
649005,Drikkevarer,0.0,0.0
649006,Diverse,0.0,0.0
649258,Kaffe,45.0,6.552330260804987e-08
649263,Ekstra agurkesslat,30.0,4.368220173869992e-08
649456,Ekstra kod,160.0,2.3297174260639956e-07
649541,Salat lille,50.0,7.280366956449987e-08
649542,Salat stor,35.0,5.096256869514991e-08
650639,Pose,0.0,0.0
651057,Øl Alm,25.0,3.640183478224993e-08
653787,Glas vin,50.0,7.280366956449987e-08
654805,"Cider 0,25 l",100.0,1.4560733912899973e-07
655453,Tokyo Glasfiber 5 par,445.0,6.479526591240488e-07
655551,Levering,125.0,1.8200917391124966e-07
655624,Ostekant,0.0,0.0
655635,Ufo,0.0,0.0
655993,CHOYA UMESHU,0.0,0.0
656162,"Kebab, Gorgonzola, Oregano",180.0,2.620932104321995e-07
656163,"Fars, Løg, Champ, Oregano",0.0,0.0
656166,"Fars, Pepperoni, Oregani",120.0,1.747288069547997e-07
656167,"Spaghetti, Kødsauce, Oregano",0.0,0.0
656168,"Skinke, Pepperoni, Bearnaisesauce, Oregano",180.0,2.620932104321995e-07
656169,"Kødsauce, Pølser, Oregano",60.0,8.736440347739985e-08
656170,"Kebab, Sucuk, Oregano",300.0,4.368220173869992e-07
656171,"Kylling, Champ, Karry, Oregano",240.0,3.494576139095994e-07
656172,"Kødsauce, Pepperoni, Oregano",60.0,8.736440347739985e-08
656188,B. Tyrkisk pepperoni,480.0,6.989152278191988e-07
656190,D. Tyrkisk pepperoni,80.0,1.1648587130319978e-07
656194,C. Bella Donna,0.0,0.0
656240,"C. Kylling, Rød Peber og Kødsauce - Halvindbagt",400.0,5.824293565159989e-07
656280,B. Pita-Falafel,420.0,6.115508243417989e-07
656293,Skinkesalat,350.0,5.096256869514991e-07
656689,Hjemmelavet Knækbrød,280.0,4.0770054956119925e-07
656705,Appelsinjuice eller Æblemost,0.0,0.0
656706,Ingefær/Lime Shot,0.0,0.0
656707,Hibiscus/Granatæble/Ingefær Shot,0.0,0.0
656743,Boller & Søde Sager Kan Ses i Baren,0.0,0.0
656933,test,0.0,0.0
656986,Spiritus Shot (120),240.0,3.494576139095994e-07
656989,Spiritus Hel Flaske (shot til 30 kr),0.0,0.0
656990,Spiritus Hel Flaske (650),0.0,0.0
656993,Champagne (Flaske),0.0,0.0
656998,Flaske øl (200),400.0,5.824293565159989e-07
657003,Kaffe,175.0,2.5481284347574953e-07
657109,Sandwich,0.0,0.0
657576,Pose,16.0,2.3297174260639958e-08
657609,Mango/Juce,0.0,0.0
657687,en glas vin,392.0,5.70780769385679e-07
658085,Dase sodavand,0.0,0.0
659833,Depositum trækkes af hele beløb,-0.0,-0.0
660148,Ekstra tilbehør,0.0,0.0
660165,Øst,30.0,4.368220173869992e-08
660177,Kød,30.0,4.368220173869992e-08
661495,Dagens ret,0.0,0.0
661996,test,0.0,0.0
662089,F1 Wonton Suppe,336.0,4.892406594734391e-07
662091,F3 Grøntsager kakiage,315.0,4.5866311825634916e-07
662105,Sashimi Blandet (12 skiver),0.0,0.0
662106,Tun Sashimi (6 skiver),75.0,1.092055043467498e-07
662107,Sashimi Mix (18 skiver),188.0,2.737417975625195e-07
662108,S1. Asparges Svøbt i Bacon,140.0,2.0385027478059963e-07
662109,S2.  Grillede Kammuslinger,105.0,1.5288770608544972e-07
662110,S3. Grillet Laks,90.0,1.3104660521609975e-07
662111,S4. Kyllinge Inderﬁlet,90.0,1.3104660521609975e-07
662112,S5. Rib-Eye,0.0,0.0
662114,S7. Kongerejer,30.0,4.368220173869992e-08
662116,S9 Kyllingesticks (3 stk) med Chilisauce,175.0,2.5481284347574953e-07
662123,U5 Ande Roll (Uramaki),280.0,4.0770054956119925e-07
662125,U7 Spicy Rejer (Uramaki),280.0,4.0770054956119925e-07
662130,U12 Vegetar Roll (Uramaki),280.0,4.0770054956119925e-07
662135,G5. Youbi (Gourmet Maki),98.0,1.4269519234641975e-07
662136,G6. Calicado (Gourmet Maki),196.0,2.853903846928395e-07
662139,G9. Michily (Gourmet Maki),0.0,0.0
662140,G10. Nalalu Ebi (Gourmet Maki),490.0,7.134759617320987e-07
662141,G11. Lulyaki (Gourmet Maki),392.0,5.70780769385679e-07
662143,C1. Spicy Laks (Futomaki),348.0,5.067135401689191e-07
662144,C2. Spicy Rejer (Futomaki),174.0,2.5335677008445953e-07
662145,C3. Sumi Laks (Futomaki),290.0,4.2226128347409924e-07
662146,C4. California (Futomaki),232.0,3.378090267792794e-07
662148,C6. Spicy Tun (Futomaki),406.0,5.911657968637389e-07
662150,C8. Vegetar (Futomaki),174.0,2.5335677008445953e-07
662153,H2. Spicy Laks Hoso (8 stk.),225.0,3.276165130402494e-07
662154,H3. Tun Hoso (8 stk.),225.0,3.276165130402494e-07
662155,H4. Reje Hoso (8 stk.),225.0,3.276165130402494e-07
662156,H5. Kylling Hoso (8 stk.),360.0,5.24186420864399e-07
662158,H7. Mango Hoso (8 stk.),120.0,1.747288069547997e-07
662160,R1 Laks (8 stk.),255.0,3.7129871477894933e-07
662163,R2. Surimi 86 stk.),0.0,0.0
662165,R3. Tun (8 stk.),0.0,0.0
662168,R6 Vegetar (8 stk.),0.0,0.0
662170,R8. Dida Laks (8 stk.),176.0,2.5626891686703954e-07
662171,D1. Har Gao,476.0,6.930909342540388e-07
662174,D3. Su Mai m. Kylling,232.0,3.378090267792794e-07
662181,Tun med Chili (1 stk),120.0,1.747288069547997e-07
662183,Omelet (1 stk),32.0,4.6594348521279917e-08
662184,Ål med Teriyaki (1 stk),60.0,8.736440347739985e-08
662186,Flamberet Laks med Lakse Rogn (1 stk),54.0,7.862796312965985e-08
662188,Hvidfisk (1 stk),64.0,9.318869704255983e-08
662189,Surimistick (1 stk),0.0,0.0
662190,Lakserogn (1 stk),120.0,1.747288069547997e-07
662192,"B2. Sticks: 1 Kyllinge Inderﬁlet, 2 Forårsruller 1 Asparges Svøbt i Bacon",0.0,0.0
662193,M1. Asamika (1 per.),0.0,0.0
662194,M2. Asamika (2 per.),0.0,0.0
662195,M3. Only Laks (15 stk.),228.0,3.319847332141194e-07
662196,M4. Danla (16 stk.),138.0,2.0093812799801962e-07
662198,M6. Jinmida (38 stk.),328.0,4.775920723431191e-07
662199,M7. Vegetar Sushi (38 stk.),0.0,0.0
662200,M8. Deluxe Maki (32 stk.),0.0,0.0
662201,M9.  Nagasaki Maki (34 stk.),0.0,0.0
662202,M10. Only Maki (48 stk.),0.0,0.0
662203,M11. Familie Menu (60 stk.),0.0,0.0
662204,M12. Fest Menu (95 stk.),0.0,0.0
662206,V2. Wonton suppe m. Risnudler,270.0,3.931398156482993e-07
662207,"Stegte Kongerejer med Løg, Salt og Sort Peber",0.0,0.0
662208,Stegte Kongerejer med Rød Karry Sauce og Grønsager,0.0,0.0
662209,Stegt Oksekød i Hvidløg Sauce med Grønsager,0.0,0.0
662210,"Stegt Oksekød i Sort Peber Sauce, Chili og Grønsager",0.0,0.0
662211,Stegt Oksekød med Røde Karry Sauce og Grønsager,0.0,0.0
662213,Andesteg med Teriyaki Sauce og Grønsager,0.0,0.0
662214,Andesteg med østersauce og Salat,0.0,0.0
662215,"Nudler med Oksekød, æg og Grøntsager",294.0,4.280855770392592e-07
662217,"B. Nudler med Rejser, æg og Grøntsager",294.0,4.280855770392592e-07
662218,"C. Nudler med Skinker, æg og Grøntsager",98.0,1.4269519234641975e-07
662219,"Ris med Oksekød, æg, Majs og ærter",98.0,1.4269519234641975e-07
662221,"B. Ris med Kylling, Gulekarry, Majs og ærter",98.0,1.4269519234641975e-07
662222,"C. Ris med Rejer, æg, Majs og ærter",0.0,0.0
662223,"D. Ris med Skinker, æg, Majs og ærter",0.0,0.0
662224,"Udon Nudler med Oksekød, æg og Grøntsager",294.0,4.280855770392592e-07
662225,"A. Udon Nudler med Kylling, æg og Grøntsager",98.0,1.4269519234641975e-07
662226,"B. Udon Nudler med Rejer, æg og Grøntsager",0.0,0.0
662227,"C. Udon Nudler med Skinker, æg og Grøntsager",98.0,1.4269519234641975e-07
662230,Fanta S,261.0,3.800351551266893e-07
662231,Faxe Kondi S,290.0,4.2226128347409924e-07
662233,Fuzetea,35.0,5.096256869514991e-08
662241,Alm. Kaﬀe,35.0,5.096256869514991e-08
662242,Caﬀe Latte,160.0,2.3297174260639956e-07
662243,Cappuccino,40.0,5.824293565159989e-08
662244,Espresso,0.0,0.0
662247,"Dopﬀ au Moulin, Maru",0.0,0.0
662248,Carta Vieja,0.0,0.0
662249,Fortant Coastal,0.0,0.0
662250,"Riesling, Johan Klauss",249.0,3.6256227443120936e-07
662251,Vespertino gl.,196.0,2.853903846928395e-07
662252,Micro cosme,0.0,0.0
662254,Vino Rosato gl.,413.0,6.013583106027689e-07
662255,Taru Sake (180 ml),89.0,1.2959053182480977e-07
662256,Taru Sake (300 ml),128.0,1.8637739408511967e-07
662257,Taru Sake (720 ml),0.0,0.0
662263,Wasabi ærter (Lille),90.0,1.3104660521609975e-07
662264,Wasabi ærter (Stor),65.0,9.464477043384982e-08
662265,Børnepinde Plastik,270.0,3.931398156482993e-07
662310,Indbagt Kylling med Sur/Sød Sauce,0.0,0.0
662314,Stegt Kylling med Rød Karry og Kokosmælk,0.0,0.0
662323,Stegt Kylling med Gul Karry og Kokosmælk,0.0,0.0
665839,Kodsauce,15.0,2.184110086934996e-08
665840,Kylling,90.0,1.3104660521609975e-07
665844,Gorgonzola,72.0,1.0483728417287981e-07
665850,Kartofler,36.0,5.2418642086439904e-08
665872,Italinensk,66.0,9.610084382513983e-08
665887,Bacon,60.0,8.736440347739985e-08
666153,Nytårsmenu 1,475.0,6.916348608627487e-07
666311,Unspecified,0.0,0.0
666492,På Kingfisk med Ceriche Grønt - 5 Skiver,0.0,0.0
