id,place_id,created,title,type,multiple_selections,minimum_selections,maximum_selections,index,created_datetime
1493748,1244494,1707366165,Burgere Ekstras,Optional,0,0,2,5,2024-02-08T06:22:45
1493749,1244494,1707366165,Gammeldags æblekage Choice,Optional,0,0,1,6,2024-02-08T06:22:45
1493750,1244494,1707366165,Ekstras,Optional,0,0,2,7,2024-02-08T06:22:45
1493751,1244494,1707366165,Size 3,Optional,0,1,1,8,2024-02-08T06:22:45
1493752,1244494,1707366165,Size 4,Optional,0,1,1,9,2024-02-08T06:22:45
1493753,1244494,1707366165,Size 5,Optional,0,1,1,10,2024-02-08T06:22:45
1493754,1244494,1707366165,Size 6,Optional,0,1,1,11,2024-02-08T06:22:45
1493755,1244494,1707366165,Ekstra Shot,Optional,0,0,1,12,2024-02-08T06:22:45
1493756,1244494,1707366165,Size 7,Optional,0,1,1,13,2024-02-08T06:22:45
1493757,1244494,1707366165,Size 8,Optional,0,1,1,14,2024-02-08T06:22:45
1493758,1244494,1707366165,Shake Choice,Optional,0,1,1,15,2024-02-08T06:22:45
1493759,1244494,1707366165,Morgenjuce Choice,Optional,0,1,1,16,2024-02-08T06:22:45
1493760,1244494,1707366165,Juice Choice,Optional,0,1,1,17,2024-02-08T06:22:45
1493761,1244494,1707366165,Te i Kande Choice,Optional,0,1,1,18,2024-02-08T06:22:45
1493762,1244494,1707366165,Size 9,Optional,0,1,1,19,2024-02-08T06:22:45
1493763,1244494,1707366165,Size 10,Optional,0,1,1,20,2024-02-08T06:22:45
1493764,1244494,1707366165,Size 11,Optional,0,1,1,21,2024-02-08T06:22:45
1493765,1244494,1707366165,Size 12,Optional,0,1,1,22,2024-02-08T06:22:45
1493766,1244494,1707366165,Size 13,Optional,0,1,1,23,2024-02-08T06:22:45
1493767,1244494,1707366165,Size 14,Optional,0,1,1,24,2024-02-08T06:22:45
1493768,1244494,1707366165,Size 15,Optional,0,1,1,25,2024-02-08T06:22:45
1493769,1244494,1707366165,Size 16,Optional,0,1,1,26,2024-02-08T06:22:45
1494021,1244494,1707367639,Menu 1 Choice,Optional,0,1,1,27,2024-02-08T06:47:19
1494025,1244494,1707367727,Menu 2 Choice,Optional,0,1,1,28,2024-02-08T06:48:47
1550019,1547577,1707504024,Ekstra fyld,Optional,1,0,10,0,2024-02-09T20:40:24
1550020,1547577,1707504024,Størrelse,Optional,0,0,1,1,2024-02-09T20:40:24
1550021,1547577,1707504024,Menu,Optional,0,0,1,2,2024-02-09T20:40:24
1550022,1547577,1707504024,Med kød,Optional,0,0,1,3,2024-02-09T20:40:24
1550023,1547577,1707504024,Med sucuk,Optional,0,0,1,4,2024-02-09T20:40:24
1550024,1547577,1707504024,Tilbehør,Optional,0,1,1,5,2024-02-09T20:40:24
1550025,1547577,1707504024,Vælg Dressing,Optional,0,1,1,6,2024-02-09T20:40:24
1550026,1547577,1707504024,Brødtype,Optional,0,1,1,7,2024-02-09T20:40:24
1550027,1547577,1707504024,Vælg Fyld,Optional,0,1,1,8,2024-02-09T20:40:24
1550028,1547577,1707504024,Dressing,Optional,0,1,2,9,2024-02-09T20:40:24
1550029,1547577,1707504024,Øvrigt,Optional,0,1,5,10,2024-02-09T20:40:24
1618024,1617411,1707741051,Size,Optional,0,1,1,0,2024-02-12T14:30:51
1618025,1617411,1707741051,Drink,Optional,0,1,1,1,2024-02-12T14:30:51
1618026,1617411,1707741051,Flavor,Optional,0,1,1,2,2024-02-12T14:30:51
1620362,1620310,1707746039,Size,Optional,0,1,1,0,2024-02-12T15:53:59
1620363,1620310,1707746039,Drink,Optional,0,1,1,1,2024-02-12T15:53:59
1620364,1620310,1707746039,Flavor,Optional,0,1,1,2,2024-02-12T15:53:59
1634588,599346,1707819892,Pure shot,Optional,0,1,1,13,2024-02-13T12:24:52
1635432,599346,1707821381,Sambuca shot,Optional,0,1,1,14,2024-02-13T12:49:41
1639178,429123,1707826913,Vand,Optional,0,20,30,9,2024-02-13T14:21:53
1643106,429123,1707833468,Rose Vin languedoc,Optional,0,1,1,10,2024-02-13T16:11:08
1643201,429123,1707833731,Roedvin bordeaux,Optional,0,1,1,11,2024-02-13T16:15:31
1643230,429123,1707833815,Moulin-a-vent og crozes,Optional,0,1,1,12,2024-02-13T16:16:55
1643607,1494474,1707834551,Size 1,Optional,0,1,1,0,2024-02-13T16:29:11
1643608,1494474,1707834551,Brun Sovs Choice,Optional,0,0,1,1,2024-02-13T16:29:11
1643609,1494474,1707834551,Size 2,Optional,0,1,1,2,2024-02-13T16:29:11
1643610,1494474,1707834551,Ekstras,Optional,0,0,1,3,2024-02-13T16:29:11
1643611,1494474,1707834551,Kugleis Eller Soft-Ice Choice,Optional,0,1,1,4,2024-02-13T16:29:11
1643613,1494474,1707834551,Size 3,Optional,0,1,1,5,2024-02-13T16:29:11
1643614,1494474,1707834551,Size 4,Optional,0,1,1,6,2024-02-13T16:29:11
1658279,1105770,1707890000,Alm Ekstras,Optional,0,0,38,0,2024-02-14T07:53:20
1658280,1105770,1707890000,3 Pers Ekstras,Optional,0,0,38,1,2024-02-14T07:53:20
1658281,1105770,1707890000,6 Pers Ekstras,Optional,0,0,38,2,2024-02-14T07:53:20
1658282,1105770,1707890000,Size 1,Optional,0,1,1,3,2024-02-14T07:53:20
1658283,1105770,1707890000,Size 2,Optional,0,1,1,4,2024-02-14T07:53:20
1658284,1105770,1707890000,Size 3,Optional,0,1,1,5,2024-02-14T07:53:20
1658285,1105770,1707890000,Size 4,Optional,0,1,1,6,2024-02-14T07:53:20
1658286,1105770,1707890000,Size 5,Optional,0,1,1,7,2024-02-14T07:53:20
1658287,1105770,1707890000,Size 6,Optional,0,1,1,8,2024-02-14T07:53:20
1658288,1105770,1707890000,Size 7,Optional,0,1,1,9,2024-02-14T07:53:20
1658289,1105770,1707890000,Size 8,Optional,0,1,1,10,2024-02-14T07:53:20
1658290,1105770,1707890000,Size 9,Optional,0,1,1,11,2024-02-14T07:53:20
1658291,1105770,1707890000,Mumis Choice,Optional,0,1,1,12,2024-02-14T07:53:20
1658292,1105770,1707890000,Menu,Optional,0,0,1,13,2024-02-14T07:53:20
1658293,1105770,1707890000,Mexi Burger Menu,Optional,0,0,1,14,2024-02-14T07:53:20
1658294,1105770,1707890000,Cheese Burger Choice,Optional,0,0,1,15,2024-02-14T07:53:20
1658295,1105770,1707890000,Jumbo Burger Choice,Optional,0,0,1,16,2024-02-14T07:53:20
1658296,1105770,1707890000,Kurdisk Sandwich Choice,Optional,0,0,1,17,2024-02-14T07:53:20
1658297,1105770,1707890000,Nachos Choice,Optional,0,1,1,18,2024-02-14T07:53:20
1658298,1105770,1707890000,Size 10,Optional,0,1,1,19,2024-02-14T07:53:20
1658299,1105770,1707890000,Tirsdags Tilbud Choice,Optional,0,0,24,20,2024-02-14T07:53:20
1658300,1105770,1707890000,Size 11,Optional,0,1,1,21,2024-02-14T07:53:20
1689342,484238,1707993214,Mønt,Optional,1,1,1,4,2024-02-15T12:33:34
1704367,570408,1708015796,Brød ekstra,Optional,1,1,5,2,2024-02-15T18:49:56
1716255,1617411,1708074872,Is-Kaffe Choice,Optional,0,1,1,0,2024-02-16T11:14:32
1716256,1617411,1708074872,Sodavand Choice,Optional,0,1,1,1,2024-02-16T11:14:32
1716257,1617411,1708074872,Vin Choice,Optional,0,1,1,2,2024-02-16T11:14:32
1716258,1617411,1708074872,Size 1,Optional,0,1,1,3,2024-02-16T11:14:32
1716259,1617411,1708074872,Size 2,Optional,0,1,1,4,2024-02-16T11:14:32
1716260,1617411,1708074872,Size 3,Optional,0,1,1,5,2024-02-16T11:14:32
1716262,1617411,1708074872,Size 4,Optional,0,1,1,6,2024-02-16T11:14:32
1716264,1617411,1708074872,Size 5,Optional,0,1,1,7,2024-02-16T11:14:32
1716265,1617411,1708074872,Size 6,Optional,0,1,1,8,2024-02-16T11:14:32
1716266,1617411,1708074872,Size 7,Optional,0,1,1,9,2024-02-16T11:14:32
1716267,1617411,1708074872,Size 8,Optional,0,1,1,10,2024-02-16T11:14:32
1716268,1617411,1708074872,Size 9,Optional,0,1,1,11,2024-02-16T11:14:32
1716269,1617411,1708074872,Size 10,Optional,0,1,1,12,2024-02-16T11:14:32
1716270,1617411,1708074872,Size 11,Optional,0,1,1,13,2024-02-16T11:14:32
1716271,1617411,1708074872,Size 12,Optional,0,1,1,14,2024-02-16T11:14:32
1716273,1617411,1708074872,Size 13,Optional,0,1,1,15,2024-02-16T11:14:32
1716274,1617411,1708074872,Size 14,Optional,0,1,1,16,2024-02-16T11:14:32
1716276,1617411,1708074872,Size 15,Optional,0,1,1,17,2024-02-16T11:14:32
1716277,1617411,1708074872,Size 16,Optional,0,1,1,18,2024-02-16T11:14:32
1716278,1617411,1708074872,Size 17,Optional,0,1,1,19,2024-02-16T11:14:32
1716279,1617411,1708074872,Size 18,Optional,0,1,1,20,2024-02-16T11:14:32
1716280,1617411,1708074872,Size 19,Optional,0,1,1,21,2024-02-16T11:14:32
1716281,1617411,1708074872,Size 20,Optional,0,1,1,22,2024-02-16T11:14:32
1716282,1617411,1708074872,Size 21,Optional,0,1,1,23,2024-02-16T11:14:32
1716283,1617411,1708074872,Size 22,Optional,0,1,1,24,2024-02-16T11:14:32
1728709,1105770,1708092986,Burger Menu,Optional,0,0,1,22,2024-02-16T16:16:26
1754619,1247330,1708144113,Size 1,Optional,0,1,1,0,2024-02-17T06:28:33
1830445,1694473,1708408366,Sodavand Choice,Optional,0,1,1,0,2024-02-20T07:52:46
1830446,1694473,1708408366,Size 1,Optional,0,1,1,1,2024-02-20T07:52:46
1830447,1694473,1708408366,Size 2,Optional,0,1,1,2,2024-02-20T07:52:46
1830448,1694473,1708408366,Size 3,Optional,0,1,1,3,2024-02-20T07:52:46
1830449,1694473,1708408366,Size 4,Optional,0,1,1,4,2024-02-20T07:52:46
1830450,1694473,1708408366,Size 5,Optional,0,1,1,5,2024-02-20T07:52:46
1830451,1694473,1708408366,Size 6,Optional,0,1,1,6,2024-02-20T07:52:46
1830452,1694473,1708408366,Size 7,Optional,0,1,1,7,2024-02-20T07:52:46
1830453,1694473,1708408366,Size 8,Optional,0,1,1,8,2024-02-20T07:52:46
1830454,1694473,1708408366,Size 9,Optional,0,1,1,9,2024-02-20T07:52:46
1830455,1694473,1708408366,Size 10,Optional,0,1,1,10,2024-02-20T07:52:46
1830456,1694473,1708408366,Size 11,Optional,0,1,1,11,2024-02-20T07:52:46
1830457,1694473,1708408366,Size 12,Optional,0,1,1,12,2024-02-20T07:52:46
1830458,1694473,1708408366,Size 13,Optional,0,1,1,13,2024-02-20T07:52:46
1830459,1694473,1708408366,Size 14,Optional,0,1,1,14,2024-02-20T07:52:46
1830460,1694473,1708408366,Size 15,Optional,0,1,1,15,2024-02-20T07:52:46
1830461,1694473,1708408366,Size 16,Optional,0,1,1,16,2024-02-20T07:52:46
1830462,1694473,1708408366,Size 17,Optional,0,1,1,17,2024-02-20T07:52:46
1830463,1694473,1708408366,Size 18,Optional,0,1,1,18,2024-02-20T07:52:46
1830464,1694473,1708408366,Size 19,Optional,0,1,1,19,2024-02-20T07:52:46
1830465,1694473,1708408366,Size 20,Optional,0,1,1,20,2024-02-20T07:52:46
1830466,1694473,1708408366,Size 21,Optional,0,1,1,21,2024-02-20T07:52:46
1830467,1694473,1708408366,Size 22,Optional,0,1,1,22,2024-02-20T07:52:46
1830468,1694473,1708408366,Size 23,Optional,0,1,1,23,2024-02-20T07:52:46
1830469,1694473,1708408366,Size 24,Optional,0,1,1,24,2024-02-20T07:52:46
1830470,1694473,1708408366,Size 25,Optional,0,1,1,25,2024-02-20T07:52:46
1830471,1694473,1708408366,"Alm, Dobblet Bund, UFO Ekstra Tilbehør",Optional,0,1,38,26,2024-02-20T07:52:46
1830472,1694473,1708408366,Fam Ekstra Tilbehør,Optional,0,1,38,27,2024-02-20T07:52:46
1830671,1694473,1708409141,Sodavand Choice,Optional,0,1,1,0,2024-02-20T08:05:41
1830672,1694473,1708409141,Size 1,Optional,0,1,1,1,2024-02-20T08:05:41
1830673,1694473,1708409141,Size 2,Optional,0,1,1,2,2024-02-20T08:05:41
1830674,1694473,1708409141,Size 3,Optional,0,1,1,3,2024-02-20T08:05:41
1830675,1694473,1708409141,Size 4,Optional,0,1,1,4,2024-02-20T08:05:41
1830676,1694473,1708409141,Size 5,Optional,0,1,1,5,2024-02-20T08:05:41
1830677,1694473,1708409141,Size 6,Optional,0,1,1,6,2024-02-20T08:05:41
1830678,1694473,1708409141,Size 7,Optional,0,1,1,7,2024-02-20T08:05:41
1830679,1694473,1708409141,Size 8,Optional,0,1,1,8,2024-02-20T08:05:41
1830680,1694473,1708409141,Size 9,Optional,0,1,1,9,2024-02-20T08:05:41
1830681,1694473,1708409141,Size 10,Optional,0,1,1,10,2024-02-20T08:05:41
1830682,1694473,1708409141,Size 11,Optional,0,1,1,11,2024-02-20T08:05:41
1830683,1694473,1708409141,Size 12,Optional,0,1,1,12,2024-02-20T08:05:41
1830684,1694473,1708409141,Size 13,Optional,0,1,1,13,2024-02-20T08:05:41
1830685,1694473,1708409141,Size 14,Optional,0,1,1,14,2024-02-20T08:05:41
1830686,1694473,1708409141,Size 15,Optional,0,1,1,15,2024-02-20T08:05:41
1830687,1694473,1708409141,Size 16,Optional,0,1,1,16,2024-02-20T08:05:41
1830688,1694473,1708409141,Size 17,Optional,0,1,1,17,2024-02-20T08:05:41
1830689,1694473,1708409141,Size 18,Optional,0,1,1,18,2024-02-20T08:05:41
1830690,1694473,1708409141,Size 19,Optional,0,1,1,19,2024-02-20T08:05:41
1830691,1694473,1708409141,Size 20,Optional,0,1,1,20,2024-02-20T08:05:41
1830692,1694473,1708409141,Size 21,Optional,0,1,1,21,2024-02-20T08:05:41
1830693,1694473,1708409141,Size 22,Optional,0,1,1,22,2024-02-20T08:05:41
1830694,1694473,1708409141,Size 23,Optional,0,1,1,23,2024-02-20T08:05:41
1830695,1694473,1708409141,Size 24,Optional,0,1,1,24,2024-02-20T08:05:41
1830696,1694473,1708409141,Size 25,Optional,0,1,1,25,2024-02-20T08:05:41
1830697,1694473,1708409141,"Alm, Dobblet Bund, UFO Ekstra Tilbehør",Optional,0,0,38,26,2024-02-20T08:05:41
1830698,1694473,1708409141,Fam Ekstra Tilbehør,Optional,0,0,38,27,2024-02-20T08:05:41
1843750,1814570,1708437663,Tilkøb,Optional,0,0,1,0,2024-02-20T16:01:03
1843751,1814570,1708437663,Jam/Marmelade Choice,Optional,0,0,1,1,2024-02-20T16:01:03
1843753,1814570,1708437663,Nutella Choice,Optional,0,0,1,2,2024-02-20T16:01:03
1843755,1814570,1708437663,Banan-Nutella Choice,Optional,0,0,1,3,2024-02-20T16:01:03
1843757,1814570,1708437663,Oreo Choice,Optional,0,0,1,4,2024-02-20T16:01:03
1843758,1814570,1708437663,Cookie-Caramel Choice,Optional,0,0,1,5,2024-02-20T16:01:03
1843759,1814570,1708437663,Dressing,Optional,0,0,4,6,2024-02-20T16:01:03
1843880,1814570,1708437841,Extra Sweets,Optional,0,0,6,7,2024-02-20T16:04:01
1843935,1814570,1708437971,Extra Savories,Optional,0,0,6,8,2024-02-20T16:06:11
1844073,1814570,1708438232,Vegetarian Choice,Optional,0,0,1,9,2024-02-20T16:10:32
1863739,1859919,1708512935,Dips,Optional,0,0,1,0,2024-02-21T12:55:35
1863741,1859919,1708512935,Size 1,Optional,0,1,1,1,2024-02-21T12:55:35
1863742,1859919,1708512935,Chicken & Fries Choice,Optional,0,1,1,2,2024-02-21T12:55:35
1863743,1859919,1708512935,Fries Choice,Optional,0,1,1,3,2024-02-21T12:55:35
1889149,1889141,1708592071,Size,Optional,0,1,1,0,2024-02-22T10:54:31
1889150,1889141,1708592071,Drink,Optional,0,1,1,1,2024-02-22T10:54:31
1889151,1889141,1708592071,Flavor,Optional,0,1,1,2,2024-02-22T10:54:31
1901630,1901272,1708613763,Vælg salat,Optional,0,1,1,0,2024-02-22T16:56:03
1901631,1901272,1708613763,Menu,Optional,0,1,1,0,2024-02-22T16:56:03
1901632,1901272,1708613763,Type,Optional,0,1,1,2,2024-02-22T16:56:03
1901633,1901272,1708613763,ekstra fyld,Optional,0,0,10,3,2024-02-22T16:56:03
1901634,1901272,1708613763,ekstra fyld (f),Optional,1,0,10,4,2024-02-22T16:56:03
1901635,1901272,1708613763,Vælg fyld (4),Optional,0,1,4,5,2024-02-22T16:56:03
1901636,1901272,1708613763,ekstra fyld (b),Optional,1,0,10,6,2024-02-22T16:56:03
1901637,1901272,1708613763,Vælg kød,Optional,0,1,1,7,2024-02-22T16:56:03
1977560,1976922,1708786101,ekstra fyld,Optional,0,0,10,0,2024-02-24T16:48:21
1977561,1976922,1708786101,Deep pan,Optional,0,0,1,1,2024-02-24T16:48:21
1977562,1976922,1708786101,ekstra fyld (f),Optional,0,0,10,2,2024-02-24T16:48:21
1977563,1976922,1708786101,ekstra fyld (b),Optional,1,0,10,3,2024-02-24T16:48:21
1977564,1976922,1708786101,Vælg fyld (4),Optional,0,1,4,4,2024-02-24T16:48:21
